name,ligID,targetID_vina,instance_vina,vina,targetID_dsx,instance_dsx,dsx,rmsd_vina_dsx,consensus
ZINC000000001816,lig0543,target001,vina,-6.237,target001,dock,-70.495,3.346,False
ZINC000000001818,lig0544,target001,vina,-7.427,target001,dock,-88.837,4.858,False
ZINC000000001823,lig0545,target001,vina,-6.728,target001,autodock,-50.470,2.355,False
ZINC000000001828,lig0546,target001,vina,-7.779,target001,vina,-91.393,5.744,False
ZINC000000001833,lig0547,target001,autodock,-10.208,target001,autodock,-114.480,6.608,False
ZINC000000001836,lig0548,target001,autodock,-9.683,target001,vina,-104.691,5.975,False
ZINC000000001845,lig0549,target001,vina,-7.592,target001,vina,-85.466,3.770,False
ZINC000000001848,lig0550,target001,vina,-7.773,target001,vina,-97.157,4.126,False
ZINC000000001850,lig0551,target001,vina,-7.020,target001,autodock,-89.513,15.404,False
ZINC000000001852,lig0552,target001,vina,-5.523,target001,dock,-59.275,4.386,False
ZINC000000001856,lig0553,target001,vina,-7.723,target001,vina,-73.089,1.846,True
ZINC000000001860,lig0554,target001,autodock,-9.914,target001,autodock,-112.206,0.000,True
ZINC000000001866,lig0555,target001,autodock,-5.848,target001,dock,-76.061,3.507,False
ZINC000000001869,lig0556,target001,dock,-5.450,target001,dock,-66.295,22.523,False
ZINC000000001870,lig0557,target001,vina,-6.979,target001,dock,-84.765,5.300,False
ZINC000000001876,lig0558,target001,autodock,-6.248,target001,autodock,-85.145,2.334,False
ZINC000000001880,lig0559,target001,autodock,-9.247,target001,autodock,-101.719,0.001,True
ZINC000000001882,lig0560,target001,vina,-6.750,target001,vina,-86.258,0.000,True
ZINC000000001884,lig0561,target001,vina,-6.762,target001,vina,-86.610,0.000,True
ZINC000000001886,lig0562,target001,autodock,-4.753,target001,dock,-53.286,19.401,False
ZINC000000001888,lig0563,target001,vina,-6.130,target001,dock,-63.663,20.636,False
ZINC000000001900,lig0564,target001,vina,-4.896,target001,vina,-61.441,0.000,True
ZINC000000001901,lig0565,target001,vina,-5.813,target001,vina,-73.632,20.094,False
ZINC000000001904,lig0566,target001,autodock,-8.758,target001,autodock,-100.483,0.722,True
ZINC000000001905,lig0567,target001,autodock,-5.502,target001,dock,-54.672,26.306,False
ZINC000000001906,lig0568,target001,vina,-5.961,target001,vina,-56.888,3.660,False
ZINC000000001914,lig0569,target001,vina,-6.481,target001,vina,-92.474,6.331,False
ZINC000000001918,lig0570,target001,vina,-6.065,target001,dock,-74.875,21.068,False
ZINC000000001919,lig0571,target001,dock,-9.986,target001,autodock,-93.909,1.639,True
ZINC000000001925,lig0572,target001,vina,-8.784,target001,autodock,-76.056,5.160,False
ZINC000000001927,lig0573,target001,vina,-5.896,target001,vina,-58.844,2.081,False
ZINC000000001928,lig0574,target001,autodock,-8.469,target001,autodock,-101.529,0.000,True
ZINC000000001932,lig0575,target001,vina,-7.044,target001,vina,-71.199,1.965,True
ZINC000000001937,lig0576,target001,vina,-8.137,target001,vina,-85.765,3.144,False
ZINC000000001941,lig0577,target001,vina,-7.529,target001,vina,-89.133,0.000,True
ZINC000000001942,lig0578,target001,vina,-7.748,target001,autodock,-84.663,5.033,False
ZINC000000001947,lig0579,target001,autodock,-7.462,target001,autodock,-80.549,6.998,False
ZINC000000001953,lig0580,target001,vina,-5.442,target001,vina,-55.418,19.436,False
ZINC000000001958,lig0581,target001,vina,-7.577,target001,vina,-71.563,3.142,False
ZINC000000001960,lig0582,target001,autodock,-7.699,target001,autodock,-97.952,0.000,True
ZINC000000001962,lig0583,target001,vina,-6.384,target001,vina,-78.928,3.917,False
ZINC000000001972,lig0584,target001,vina,-7.394,target001,autodock,-101.748,5.170,False
ZINC000000001974,lig0585,target001,autodock,-11.363,target001,autodock,-110.047,0.000,True
ZINC000000001990,lig0586,target001,vina,-5.887,target001,vina,-87.272,3.236,False
ZINC000000001991,lig0587,target001,vina,-7.332,target001,autodock,-91.424,1.547,True
ZINC000000001997,lig0588,target001,vina,-8.860,target001,autodock,-106.477,4.586,False
ZINC000000002001,lig0589,target001,vina,-6.619,target001,vina,-75.643,3.945,False
ZINC000000002004,lig0590,target001,autodock,-8.051,target001,autodock,-109.448,4.562,False
ZINC000000002007,lig0591,target001,vina,-7.368,target001,autodock,-74.501,5.483,False
ZINC000000002008,lig0592,target001,vina,-6.697,target001,autodock,-74.872,5.137,False
ZINC000000002011,lig0593,target001,vina,-6.890,target001,autodock,-80.814,2.997,False
ZINC000000002012,lig0594,target001,vina,-7.915,target001,dock,-77.707,20.336,False
ZINC000000002035,lig0595,target001,autodock,-6.549,target001,autodock,-96.706,0.009,True
ZINC000000002037,lig0596,target001,vina,-5.775,target001,vina,-56.652,19.611,False
ZINC000000002041,lig0597,target001,vina,-7.633,target001,vina,-102.873,2.774,False
ZINC000000002050,lig0598,target001,vina,-6.492,target001,vina,-74.868,19.181,False
ZINC000000002051,lig0599,target001,vina,-6.979,target001,vina,-64.794,3.655,False
ZINC000000002053,lig0600,target001,vina,-6.823,target001,vina,-94.352,0.000,True
ZINC000000002055,lig0601,target001,autodock,-5.910,target001,vina,-44.543,2.666,False
ZINC000000002056,lig0602,target001,autodock,-7.763,target001,autodock,-94.934,0.000,True
ZINC000000002060,lig0603,target001,vina,-8.144,target001,vina,-94.151,0.000,True
ZINC000000002069,lig0604,target001,autodock,-7.299,target001,autodock,-86.142,1.145,True
ZINC000000002070,lig0605,target001,autodock,-8.162,target001,autodock,-85.482,0.000,True
ZINC000000002072,lig0606,target001,vina,-5.844,target001,autodock,-75.871,5.770,False
ZINC000000002075,lig0607,target001,vina,-7.783,target001,vina,-75.502,0.000,True
ZINC000000002077,lig0608,target001,autodock,-8.573,target001,autodock,-118.060,7.433,False
ZINC000000002079,lig0609,target001,vina,-5.465,target001,autodock,-76.812,6.001,False
ZINC000000002101,lig0610,target001,dock,-5.281,target001,dock,-58.527,0.000,True
ZINC000000002104,lig0611,target001,autodock,-6.704,target001,vina,-69.389,4.915,False
ZINC000000002115,lig0612,target001,autodock,-5.178,target001,vina,-62.951,4.355,False
ZINC000000002116,lig0613,target001,autodock,-4.569,target001,vina,-58.909,0.994,True
ZINC000000002119,lig0614,target001,vina,-6.664,target001,vina,-74.114,0.000,True
ZINC000000002126,lig0615,target001,vina,-6.200,target001,autodock,-65.524,3.784,False
ZINC000000002127,lig0616,target001,vina,-5.295,target001,autodock,-84.131,16.973,False
ZINC000000002128,lig0617,target001,autodock,-9.221,target001,autodock,-87.219,1.065,True
ZINC000000002131,lig0618,target001,autodock,-5.849,target001,autodock,-74.748,0.000,True
ZINC000000002133,lig0619,target001,vina,-6.708,target001,autodock,-92.299,3.505,False
ZINC000000002136,lig0620,target001,autodock,-6.723,target001,autodock,-95.465,16.808,False
ZINC000000002137,lig0621,target001,autodock,-6.063,target001,dock,-69.840,21.918,False
ZINC000000002142,lig0622,target001,autodock,-10.078,target001,autodock,-114.002,0.000,True
ZINC000000002151,lig0623,target001,vina,-6.313,target001,autodock,-71.157,18.440,False
ZINC000000002153,lig0624,target001,autodock,-5.360,target001,autodock,-99.532,5.861,False
ZINC000000002156,lig0625,target001,dock,-6.436,target001,dock,-81.495,21.393,False
ZINC000000002158,lig0626,target001,vina,-6.828,target001,autodock,-96.257,0.020,True
ZINC000000002159,lig0627,target001,vina,-6.704,target001,autodock,-90.794,5.864,False
ZINC000000002169,lig0628,target001,autodock,-6.750,target001,autodock,-80.844,3.910,False
ZINC000000002174,lig0629,target001,autodock,-7.427,target001,autodock,-101.332,5.039,False
ZINC000000002177,lig0630,target001,vina,-7.088,target001,autodock,-81.617,3.304,False
ZINC000000002193,lig0631,target001,vina,-6.634,target001,vina,-67.623,0.000,True
ZINC000000002196,lig0632,target001,autodock,-7.218,target001,autodock,-81.558,1.488,True
ZINC000000002198,lig0633,target001,autodock,-7.994,target001,autodock,-105.813,0.082,True
ZINC000000002202,lig0634,target001,vina,-6.721,target001,autodock,-83.507,3.958,False
ZINC000000002204,lig0635,target001,vina,-8.789,target001,autodock,-98.896,4.588,False
ZINC000000002211,lig0636,target001,vina,-5.767,target001,dock,-71.108,18.381,False
ZINC000000002212,lig0637,target001,autodock,-7.487,target001,autodock,-90.963,0.000,True
ZINC000000002214,lig0638,target001,autodock,-6.617,target001,autodock,-64.222,19.554,False
ZINC000000002215,lig0639,target001,vina,-5.659,target001,autodock,-47.834,3.043,False
ZINC000000002216,lig0640,target001,vina,-8.142,target001,vina,-79.459,6.232,False
ZINC000000002226,lig0641,target001,autodock,-10.201,target001,vina,-85.325,3.102,False
ZINC000000002231,lig0642,target001,vina,-7.485,target001,vina,-95.599,3.501,False
ZINC000000002232,lig0643,target001,vina,-7.338,target001,autodock,-94.931,5.320,False
ZINC000000002234,lig0644,target001,vina,-6.205,target001,vina,-62.129,2.852,False
ZINC000000002236,lig0645,target001,vina,-5.349,target001,autodock,-69.973,14.536,False
ZINC000000002237,lig0646,target001,vina,-5.739,target001,autodock,-73.054,4.246,False
ZINC000000002238,lig0647,target001,vina,-5.133,target001,dock,-59.835,20.657,False
ZINC000000002242,lig0648,target001,vina,-8.264,target001,vina,-91.087,0.000,True
ZINC000000002243,lig0649,target001,vina,-7.010,target001,dock,-63.143,0.182,True
ZINC000000002248,lig0650,target001,vina,-6.822,target001,vina,-70.442,4.092,False
ZINC000000002252,lig0651,target001,autodock,-6.756,target001,autodock,-100.275,4.153,False
ZINC000000002256,lig0652,target001,vina,-7.191,target001,dock,-86.192,20.350,False
ZINC000000002261,lig0653,target001,autodock,-6.687,target001,autodock,-78.426,1.115,True
ZINC000000002263,lig0654,target001,autodock,-8.319,target001,dock,-95.464,0.316,True
ZINC000000002264,lig0655,target001,vina,-7.620,target001,autodock,-103.673,4.732,False
ZINC000000002274,lig0656,target001,autodock,-7.223,target001,autodock,-92.722,0.000,True
ZINC000000002277,lig0657,target001,autodock,-7.440,target001,dock,-86.380,20.340,False
ZINC000000002281,lig0658,target001,autodock,-6.095,target001,autodock,-74.080,0.000,True
ZINC000000002285,lig0659,target001,autodock,-9.563,target001,vina,-109.003,6.330,False
ZINC000000002291,lig0660,target001,dock,-5.691,target001,autodock,-54.838,2.694,False
ZINC000000002308,lig0661,target001,autodock,-6.867,target001,autodock,-87.734,4.607,False
ZINC000000002320,lig0662,target001,vina,-5.974,target001,autodock,-64.548,18.737,False
ZINC000000002330,lig0663,target001,vina,-7.127,target001,vina,-91.944,0.000,True
ZINC000000002416,lig0664,target001,autodock,-5.427,target001,dock,-77.830,17.277,False
ZINC000000002426,lig0665,target001,vina,-7.312,target001,dock,-69.968,20.919,False
ZINC000000002434,lig0666,target001,vina,-6.742,target001,dock,-77.090,20.228,False
ZINC000000002435,lig0667,target001,autodock,-7.080,target001,autodock,-72.392,20.167,False
ZINC000000002437,lig0668,target001,vina,-6.977,target001,autodock,-73.680,1.205,True
ZINC000000002463,lig0669,target001,vina,-6.081,target001,dock,-66.005,0.168,True
ZINC000000002486,lig0670,target001,vina,-8.488,target001,autodock,-90.670,4.723,False
ZINC000000002493,lig0671,target001,autodock,-6.071,target001,autodock,-74.083,1.404,True
ZINC000000002501,lig0672,target001,vina,-6.327,target001,autodock,-52.959,12.700,False
ZINC000000002504,lig0673,target001,vina,-6.278,target001,dock,-55.586,3.099,False
ZINC000000002530,lig0674,target001,vina,-8.428,target001,autodock,-87.235,5.183,False
ZINC000000002558,lig0675,target001,vina,-5.488,target001,autodock,-81.650,5.725,False
ZINC000000002561,lig0676,target001,dock,-7.560,target001,vina,-84.833,2.296,False
ZINC000000002598,lig0677,target001,vina,-7.151,target001,autodock,-89.589,3.051,False
ZINC000000002646,lig0678,target001,vina,-5.610,target001,vina,-63.924,15.249,False
ZINC000000002650,lig0679,target001,autodock,-8.461,target001,vina,-101.549,5.867,False
ZINC000000002666,lig0680,target001,vina,-8.084,target001,vina,-89.015,0.000,True
ZINC000000002686,lig0681,target001,vina,-5.346,target001,vina,-60.767,0.000,True
ZINC000000002687,lig0682,target001,vina,-5.570,target001,vina,-60.840,15.427,False
ZINC000000002688,lig0683,target001,vina,-8.099,target001,vina,-103.213,12.804,False
ZINC000000002689,lig0684,target001,autodock,-6.289,target001,vina,-64.257,16.506,False
ZINC000000002732,lig0685,target001,vina,-7.676,target001,autodock,-85.506,1.572,True
ZINC000000002748,lig0686,target001,autodock,-7.374,target001,vina,-81.875,0.841,True
ZINC000000002754,lig0687,target001,autodock,-5.489,target001,autodock,-60.200,25.859,False
ZINC000000002755,lig0688,target001,vina,-5.330,target001,vina,-60.660,28.969,False
ZINC000000002762,lig0689,target001,autodock,-8.864,target001,vina,-86.461,3.713,False
ZINC000000002772,lig0690,target001,vina,-7.722,target001,vina,-86.855,4.794,False
ZINC000000002824,lig0691,target001,vina,-8.210,target001,autodock,-88.336,2.838,False
ZINC000000002837,lig0692,target001,autodock,-7.279,target001,autodock,-89.006,0.000,True
ZINC000000002845,lig0693,target001,autodock,-7.197,target001,vina,-89.602,6.180,False
ZINC000000002857,lig0694,target001,autodock,-8.403,target001,autodock,-84.318,0.000,True
ZINC000000002866,lig0695,target001,autodock,-8.724,target001,autodock,-100.453,2.680,False
ZINC000000002868,lig0696,target001,autodock,-8.333,target001,autodock,-107.710,2.349,False
ZINC000000002870,lig0697,target001,vina,-6.989,target001,vina,-85.685,2.347,False
ZINC000000002922,lig0698,target001,vina,-6.490,target001,vina,-69.387,2.690,False
ZINC000000002932,lig0699,target001,vina,-9.350,target001,vina,-106.288,0.000,True
ZINC000000002997,lig0700,target001,autodock,-7.522,target001,autodock,-89.105,0.000,True
ZINC000000003000,lig0701,target001,autodock,-7.285,target001,dock,-86.324,21.487,False
ZINC000000003002,lig0702,target001,autodock,-7.322,target001,autodock,-88.147,5.499,False
ZINC000000003004,lig0703,target001,autodock,-7.370,target001,dock,-89.255,20.971,False
ZINC000000003008,lig0704,target001,vina,-7.765,target001,autodock,-88.558,0.407,True
ZINC000000003014,lig0705,target001,vina,-7.167,target001,vina,-89.660,0.000,True
ZINC000000003017,lig0706,target001,vina,-4.981,target001,dock,-63.924,19.921,False
ZINC000000003018,lig0707,target001,vina,-5.261,target001,dock,-67.902,18.940,False
ZINC000000003020,lig0708,target001,autodock,-4.918,target001,dock,-66.936,21.478,False
ZINC000000003046,lig0709,target001,autodock,-8.292,target001,vina,-101.687,0.802,True
ZINC000000003047,lig0710,target001,autodock,-9.490,target001,autodock,-99.625,0.000,True
ZINC000000003071,lig0711,target001,vina,-7.438,target001,dock,-66.118,2.499,False
ZINC000000003117,lig0712,target001,autodock,-8.812,target001,autodock,-105.125,0.028,True
ZINC000000003123,lig0713,target001,autodock,-8.312,target001,dock,-98.602,3.732,False
ZINC000000003151,lig0714,target001,autodock,-7.707,target001,vina,-86.826,3.966,False
ZINC000000003152,lig0715,target001,vina,-7.128,target001,autodock,-95.437,1.381,True
ZINC000000003158,lig0716,target001,autodock,-7.893,target001,autodock,-81.426,6.889,False
ZINC000000003180,lig0717,target001,autodock,-7.380,target001,autodock,-75.281,0.000,True
ZINC000000003189,lig0718,target001,vina,-7.171,target001,vina,-73.526,0.000,True
ZINC000000003210,lig0719,target001,autodock,-7.531,target001,autodock,-102.160,0.000,True
ZINC000000003225,lig0720,target001,vina,-7.630,target001,autodock,-90.693,5.783,False
ZINC000000003233,lig0721,target001,vina,-6.408,target001,vina,-75.811,4.967,False
ZINC000000003241,lig0722,target001,dock,-8.012,target001,autodock,-81.085,6.912,False
ZINC000000003248,lig0723,target001,vina,-6.788,target001,dock,-73.034,1.284,True
ZINC000000003252,lig0724,target001,autodock,-6.596,target001,vina,-67.257,18.110,False
ZINC000000003263,lig0725,target001,vina,-7.633,target001,vina,-78.792,2.623,False
ZINC000000003266,lig0726,target001,dock,-7.919,target001,vina,-74.986,3.898,False
ZINC000000003267,lig0727,target001,autodock,-7.760,target001,autodock,-82.365,0.000,True
ZINC000000003268,lig0728,target001,autodock,-7.725,target001,dock,-81.933,3.897,False
ZINC000000003308,lig0729,target001,autodock,-6.072,target001,autodock,-93.428,0.000,True
ZINC000000003381,lig0730,target001,vina,-6.977,target001,vina,-75.174,2.966,False
ZINC000000003400,lig0731,target001,dock,-8.531,target001,autodock,-85.209,3.452,False
ZINC000000003421,lig0732,target001,vina,-7.578,target001,autodock,-76.145,1.369,True
ZINC000000003444,lig0733,target001,vina,-8.414,target001,vina,-82.811,0.000,True
ZINC000000003450,lig0734,target001,autodock,-8.181,target001,autodock,-78.769,0.000,True
ZINC000000003459,lig0735,target001,autodock,-9.752,target001,autodock,-102.977,4.083,False
ZINC000000003460,lig0736,target001,vina,-9.659,target001,autodock,-112.018,4.034,False
ZINC000000003465,lig0737,target001,autodock,-7.053,target001,autodock,-86.960,5.768,False
ZINC000000003491,lig0738,target001,autodock,-8.675,target001,vina,-94.311,3.953,False
ZINC000000003543,lig0739,target001,autodock,-7.219,target001,autodock,-86.632,4.986,False
ZINC000000003546,lig0740,target001,vina,-7.380,target001,autodock,-85.809,21.272,False
ZINC000000003553,lig0741,target001,vina,-9.052,target001,vina,-96.240,0.000,True
ZINC000000003555,lig0742,target001,vina,-8.214,target001,vina,-84.754,4.868,False
ZINC000000003558,lig0743,target001,autodock,-8.136,target001,autodock,-80.505,8.170,False
ZINC000000003560,lig0744,target001,vina,-7.190,target001,autodock,-85.001,2.650,False
ZINC000000003569,lig0745,target001,vina,-8.621,target001,dock,-101.284,1.250,True
ZINC000000003586,lig0746,target001,vina,-9.414,target001,autodock,-101.158,5.702,False
ZINC000000003595,lig0747,target001,autodock,-7.615,target001,dock,-97.741,3.995,False
ZINC000000003600,lig0748,target001,vina,-7.840,target001,dock,-109.145,6.174,False
ZINC000000003606,lig0749,target001,vina,-7.930,target001,autodock,-95.069,5.298,False
ZINC000000003645,lig0750,target001,dock,-7.747,target001,vina,-116.834,1.288,True
ZINC000000003682,lig0751,target001,vina,-6.208,target001,dock,-75.532,19.529,False
ZINC000000003695,lig0752,target001,vina,-7.601,target001,dock,-75.540,20.168,False
ZINC000000003699,lig0753,target001,autodock,-7.984,target001,vina,-96.648,1.928,True
ZINC000000003722,lig0754,target001,vina,-6.918,target001,vina,-106.507,4.893,False
ZINC000000003723,lig0755,target001,autodock,-6.685,target001,autodock,-89.937,2.416,False
ZINC000000003724,lig0756,target001,autodock,-9.695,target001,autodock,-99.987,4.299,False
ZINC000000003732,lig0757,target001,autodock,-8.014,target001,autodock,-90.901,6.443,False
ZINC000000003736,lig0758,target001,vina,-6.481,target001,dock,-64.660,2.391,False
ZINC000000003742,lig0759,target001,autodock,-6.747,target001,autodock,-91.413,3.012,False
ZINC000000003750,lig0760,target001,autodock,-5.397,target001,dock,-60.994,0.014,True
ZINC000000003764,lig0761,target001,vina,-7.023,target001,autodock,-86.162,3.415,False
ZINC000000003771,lig0762,target001,autodock,-7.698,target001,autodock,-91.745,0.000,True
ZINC000000003793,lig0763,target001,autodock,-6.745,target001,autodock,-91.047,7.047,False
ZINC000000003796,lig0764,target001,autodock,-7.496,target001,vina,-85.106,2.933,False
ZINC000000003817,lig0765,target001,autodock,-7.327,target001,dock,-84.260,20.221,False
ZINC000000003818,lig0766,target001,autodock,-7.863,target001,autodock,-91.524,0.000,True
ZINC000000003820,lig0767,target001,vina,-7.373,target001,autodock,-84.783,4.562,False
ZINC000000003826,lig0768,target001,vina,-7.009,target001,autodock,-75.281,1.324,True
ZINC000000003834,lig0769,target001,vina,-6.344,target001,vina,-66.374,2.983,False
ZINC000000003848,lig0770,target001,vina,-8.586,target001,vina,-89.823,0.000,True
ZINC000000003850,lig0771,target001,autodock,-8.149,target001,vina,-90.710,5.325,False
ZINC000000003864,lig0772,target001,vina,-3.810,target001,vina,-54.597,1.660,True
ZINC000000003868,lig0773,target001,autodock,-6.385,target001,vina,-72.538,20.290,False
ZINC000000003877,lig0774,target001,vina,-8.327,target001,vina,-94.943,4.171,False
ZINC000000003880,lig0775,target001,autodock,-7.788,target001,autodock,-94.576,5.757,False
ZINC000000003882,lig0776,target001,vina,-7.941,target001,dock,-88.809,6.545,False
ZINC000000003885,lig0777,target001,vina,-5.832,target001,dock,-88.559,22.940,False
ZINC000000003887,lig0778,target001,autodock,-5.714,target001,autodock,-68.115,0.001,True
ZINC000000003901,lig0779,target001,autodock,-7.117,target001,autodock,-86.993,0.000,True
ZINC000000003921,lig0780,target001,dock,-4.858,target001,vina,-71.490,19.807,False
ZINC000000003928,lig0781,target001,vina,-7.436,target001,vina,-93.992,0.000,True
ZINC000000003931,lig0782,target001,vina,-7.680,target001,vina,-73.000,0.000,True
ZINC000000003946,lig0783,target001,autodock,-7.411,target001,vina,-69.379,18.493,False
ZINC000000003961,lig0784,target001,vina,-6.532,target001,vina,-94.033,1.961,True
ZINC000000003968,lig0785,target001,vina,-7.737,target001,vina,-87.608,0.000,True
ZINC000000003971,lig0786,target001,vina,-7.876,target001,vina,-103.292,0.000,True
ZINC000000003975,lig0787,target001,autodock,-5.373,target001,vina,-88.162,4.879,False
ZINC000000003976,lig0788,target001,vina,-5.640,target001,vina,-62.496,0.000,True
ZINC000000003978,lig0789,target001,autodock,-7.886,target001,vina,-102.759,11.091,False
ZINC000000003982,lig0790,target001,dock,-7.965,target001,dock,-74.167,2.890,False
ZINC000000004009,lig0791,target001,vina,-7.317,target001,autodock,-104.492,6.960,False
ZINC000000004011,lig0792,target001,vina,-7.502,target001,autodock,-85.043,12.247,False
ZINC000000004023,lig0793,target001,autodock,-8.959,target001,autodock,-97.091,0.000,True
ZINC000000004041,lig0794,target001,vina,-8.036,target001,autodock,-104.762,5.664,False
ZINC000000004042,lig0795,target001,autodock,-5.564,target001,autodock,-52.732,3.746,False
ZINC000000004044,lig0796,target001,autodock,-9.273,target001,autodock,-79.807,2.659,False
ZINC000000004046,lig0797,target001,vina,-8.161,target001,autodock,-89.520,4.235,False
ZINC000000004070,lig0798,target001,vina,-7.428,target001,vina,-74.954,0.000,True
ZINC000000004072,lig0799,target001,autodock,-7.245,target001,autodock,-80.614,3.677,False
ZINC000000004075,lig0800,target001,vina,-6.453,target001,autodock,-83.979,5.357,False
ZINC000000004084,lig0801,target001,dock,-7.010,target001,dock,-88.121,0.000,True
ZINC000000004085,lig0802,target001,vina,-5.305,target001,vina,-83.972,22.409,False
ZINC000000004107,lig0803,target001,autodock,-6.128,target001,autodock,-82.749,3.894,False
ZINC000000004108,lig0804,target001,vina,-5.410,target001,autodock,-83.397,2.724,False
ZINC000000004118,lig0805,target001,vina,-8.876,target001,vina,-96.009,0.000,True
ZINC000000004120,lig0806,target001,vina,-7.620,target001,autodock,-84.208,4.634,False
ZINC000000004121,lig0807,target001,autodock,-8.858,target001,autodock,-86.697,5.759,False
ZINC000000004127,lig0808,target001,vina,-7.018,target001,autodock,-80.130,5.186,False
ZINC000000004132,lig0809,target001,autodock,-6.893,target001,vina,-90.863,5.696,False
ZINC000000004150,lig0810,target001,vina,-7.281,target001,vina,-89.727,20.911,False
ZINC000000004152,lig0811,target001,vina,-6.491,target001,autodock,-70.225,5.885,False
ZINC000000004155,lig0812,target001,autodock,-7.376,target001,autodock,-87.131,0.000,True
ZINC000000004161,lig0813,target001,vina,-4.275,target001,vina,-52.566,0.000,True
ZINC000000004164,lig0814,target001,autodock,-7.873,target001,autodock,-96.027,5.249,False
ZINC000000004166,lig0815,target001,vina,-6.184,target001,autodock,-76.815,19.878,False
ZINC000000004177,lig0816,target001,vina,-6.905,target001,vina,-83.642,2.953,False
ZINC000000004184,lig0817,target001,autodock,-7.597,target001,autodock,-92.678,4.527,False
ZINC000000004187,lig0818,target001,vina,-7.594,target001,dock,-80.876,3.439,False
ZINC000000004188,lig0819,target001,vina,-7.399,target001,autodock,-79.649,2.055,False
ZINC000000004194,lig0820,target001,vina,-7.288,target001,dock,-79.951,20.718,False
ZINC000000004223,lig0821,target001,vina,-5.449,target001,autodock,-64.151,16.145,False
ZINC000000004229,lig0822,target001,autodock,-7.319,target001,autodock,-70.844,1.701,True
ZINC000000004234,lig0823,target001,autodock,-8.209,target001,dock,-91.104,3.797,False
ZINC000000004235,lig0824,target001,vina,-7.356,target001,vina,-85.870,3.810,False
ZINC000000004239,lig0825,target001,dock,-6.187,target001,dock,-61.470,20.719,False
ZINC000000004240,lig0826,target001,dock,-7.366,target001,autodock,-89.322,20.377,False
ZINC000000004241,lig0827,target001,autodock,-7.627,target001,vina,-100.755,1.388,True
ZINC000000004247,lig0828,target001,vina,-7.744,target001,vina,-95.151,4.077,False
ZINC000000004250,lig0829,target001,vina,-8.251,target001,vina,-113.121,0.000,True
ZINC000000004257,lig0830,target001,vina,-7.540,target001,dock,-91.562,6.130,False
ZINC000000004263,lig0831,target001,vina,-5.757,target001,autodock,-64.646,2.965,False
ZINC000000004264,lig0832,target001,autodock,-9.064,target001,autodock,-101.891,5.646,False
ZINC000000004270,lig0833,target001,vina,-6.353,target001,autodock,-85.851,6.381,False
ZINC000000004272,lig0834,target001,vina,-8.460,target001,vina,-84.057,0.000,True
ZINC000000004279,lig0835,target001,vina,-7.247,target001,autodock,-82.850,4.101,False
ZINC000000004285,lig0836,target001,vina,-6.041,target001,vina,-69.761,4.677,False
ZINC000000004287,lig0837,target001,vina,-7.920,target001,vina,-88.030,0.000,True
ZINC000000004290,lig0838,target001,dock,-6.353,target001,dock,-94.481,0.000,True
ZINC000000004293,lig0839,target001,vina,-8.307,target001,autodock,-83.962,7.568,False
ZINC000000004300,lig0840,target001,vina,-5.562,target001,autodock,-90.689,8.028,False
ZINC000000004308,lig0841,target001,autodock,-5.415,target001,autodock,-60.886,21.090,False
ZINC000000004311,lig0842,target001,vina,-6.304,target001,autodock,-71.048,7.492,False
ZINC000000004337,lig0843,target001,vina,-8.166,target001,vina,-98.213,5.306,False
ZINC000000004347,lig0844,target001,vina,-6.166,target001,dock,-92.813,19.905,False
ZINC000000004351,lig0845,target001,autodock,-9.097,target001,autodock,-95.333,1.363,True
ZINC000000004354,lig0846,target001,vina,-7.539,target001,vina,-101.643,0.000,True
ZINC000000004355,lig0847,target001,vina,-6.770,target001,dock,-87.175,20.659,False
ZINC000000004358,lig0848,target001,dock,-6.221,target001,dock,-82.250,21.273,False
ZINC000000004378,lig0849,target001,vina,-7.440,target001,vina,-84.423,4.343,False
ZINC000000004379,lig0850,target001,dock,-5.775,target001,vina,-63.170,4.519,False
ZINC000000004382,lig0851,target001,vina,-6.007,target001,autodock,-81.282,4.805,False
ZINC000000004383,lig0852,target001,vina,-7.638,target001,vina,-99.230,3.791,False
ZINC000000004424,lig0853,target001,autodock,-5.879,target001,dock,-70.627,18.602,False
ZINC000000004438,lig0854,target001,autodock,-8.483,target001,dock,-92.777,19.313,False
ZINC000000004439,lig0855,target001,autodock,-6.792,target001,dock,-84.452,19.715,False
ZINC000000004465,lig0856,target001,vina,-7.270,target001,vina,-90.171,4.609,False
ZINC000000004486,lig0857,target001,autodock,-7.915,target001,autodock,-88.493,7.875,False
ZINC000000004494,lig0858,target001,autodock,-6.158,target001,vina,-81.608,19.936,False
ZINC000000004503,lig0859,target001,autodock,-8.152,target001,autodock,-108.137,0.000,True
ZINC000000004512,lig0860,target001,vina,-6.871,target001,vina,-101.430,8.800,False
ZINC000000004517,lig0861,target001,vina,-7.948,target001,vina,-86.052,20.730,False
ZINC000000004522,lig0862,target001,vina,-7.121,target001,vina,-105.887,0.000,True
ZINC000000004537,lig0863,target001,vina,-7.305,target001,vina,-74.915,5.868,False
ZINC000000004548,lig0864,target001,vina,-6.819,target001,autodock,-79.317,21.409,False
ZINC000000004551,lig0865,target001,vina,-5.842,target001,vina,-74.360,1.862,True
ZINC000000004554,lig0866,target001,vina,-6.334,target001,autodock,-77.285,1.485,True
ZINC000000004560,lig0867,target001,autodock,-5.114,target001,autodock,-71.453,21.535,False
