name,ligID,targetID_autodock,instance_autodock,score_autodock,targetID_dock,instance_dock,score_dock,rmsd_autodock_dock,consensus
ZINC000000003742,lig0759,target001,autodock,-7.650,target001,,,,False
ZINC000000003750,lig0760,target001,autodock,-5.360,target001,dock,-31.155,0.014,True
ZINC000000003764,lig0761,target001,autodock,-7.360,target001,dock,-35.843,5.400,False
ZINC000000003771,lig0762,target001,autodock,-7.150,target001,dock,-35.008,19.140,False
ZINC000000003793,lig0763,target001,autodock,-6.850,target001,dock,-30.193,6.359,False
ZINC000000003796,lig0764,target001,autodock,-5.910,target001,,,,False
ZINC000000003817,lig0765,target001,autodock,-6.310,target001,dock,-33.106,3.986,False
ZINC000000003818,lig0766,target001,autodock,-7.010,target001,dock,-28.357,16.123,False
ZINC000000003820,lig0767,target001,autodock,-8.220,target001,dock,-31.923,4.633,False
ZINC000000003826,lig0768,target001,autodock,-6.680,target001,dock,-31.171,21.882,False
ZINC000000003834,lig0769,target001,autodock,-6.440,target001,dock,-28.089,19.338,False
ZINC000000003848,lig0770,target001,autodock,-7.900,target001,dock,-32.481,6.734,False
ZINC000000003850,lig0771,target001,autodock,-7.710,target001,dock,-34.282,4.275,False
ZINC000000003864,lig0772,target001,autodock,-3.920,target001,dock,-29.654,7.695,False
ZINC000000003868,lig0773,target001,autodock,-6.760,target001,dock,-30.857,19.862,False
ZINC000000003877,lig0774,target001,autodock,-8.600,target001,,,,False
ZINC000000003880,lig0775,target001,autodock,-7.920,target001,,,,False
ZINC000000003882,lig0776,target001,autodock,-7.130,target001,dock,-30.558,3.042,False
ZINC000000003885,lig0777,target001,autodock,-7.050,target001,dock,-36.594,4.262,False
ZINC000000003887,lig0778,target001,autodock,-5.510,target001,dock,-28.050,22.335,False
ZINC000000003901,lig0779,target001,autodock,-8.150,target001,dock,-40.217,3.479,False
ZINC000000003921,lig0780,target001,autodock,-5.350,target001,dock,-26.978,4.727,False
ZINC000000003928,lig0781,target001,autodock,-7.010,target001,,,,False
ZINC000000003931,lig0782,target001,autodock,-6.400,target001,dock,-30.077,19.148,False
ZINC000000003946,lig0783,target001,autodock,-6.600,target001,dock,-28.831,19.453,False
ZINC000000003961,lig0784,target001,autodock,-7.000,target001,dock,-31.652,12.256,False
ZINC000000003968,lig0785,target001,autodock,-10.060,target001,dock,-39.275,5.792,False
ZINC000000003971,lig0786,target001,autodock,-8.090,target001,,,,False
ZINC000000003975,lig0787,target001,autodock,-7.490,target001,dock,-41.871,7.298,False
ZINC000000003976,lig0788,target001,autodock,-5.110,target001,dock,-25.182,24.338,False
ZINC000000003978,lig0789,target001,autodock,-8.310,target001,dock,-37.293,2.119,False
ZINC000000003982,lig0790,target001,autodock,-6.360,target001,dock,-29.448,0.858,True
ZINC000000004009,lig0791,target001,autodock,-7.400,target001,,,,False
ZINC000000004011,lig0792,target001,autodock,-7.850,target001,dock,-30.382,2.511,False
ZINC000000004023,lig0793,target001,autodock,-8.210,target001,,,,False
ZINC000000004041,lig0794,target001,autodock,-8.700,target001,,,,False
ZINC000000004042,lig0795,target001,autodock,-5.070,target001,dock,-25.281,18.241,False
ZINC000000004044,lig0796,target001,autodock,-7.670,target001,dock,-31.234,6.918,False
ZINC000000004046,lig0797,target001,autodock,-9.770,target001,dock,-35.989,6.239,False
ZINC000000004070,lig0798,target001,autodock,-6.080,target001,dock,-30.914,3.302,False
ZINC000000004072,lig0799,target001,autodock,-5.940,target001,dock,-30.480,20.239,False
ZINC000000004075,lig0800,target001,autodock,-6.460,target001,,,,False
ZINC000000004084,lig0801,target001,autodock,-7.210,target001,dock,-34.969,19.089,False
ZINC000000004085,lig0802,target001,autodock,-5.720,target001,dock,-31.349,20.409,False
ZINC000000004107,lig0803,target001,autodock,-6.010,target001,dock,-32.470,5.213,False
ZINC000000004108,lig0804,target001,autodock,-6.340,target001,,,,False
ZINC000000004118,lig0805,target001,autodock,-8.940,target001,,,,False
ZINC000000004120,lig0806,target001,autodock,-5.770,target001,,,,False
ZINC000000004121,lig0807,target001,autodock,-8.960,target001,dock,-35.635,5.099,False
ZINC000000004127,lig0808,target001,autodock,-7.770,target001,dock,-37.413,6.911,False
ZINC000000004132,lig0809,target001,autodock,-7.540,target001,,,,False
ZINC000000004150,lig0810,target001,autodock,-6.220,target001,dock,-32.600,2.188,False
ZINC000000004152,lig0811,target001,autodock,-6.000,target001,dock,-28.899,5.779,False
ZINC000000004155,lig0812,target001,autodock,-6.930,target001,,,,False
ZINC000000004161,lig0813,target001,autodock,-6.270,target001,dock,-26.170,20.682,False
ZINC000000004164,lig0814,target001,autodock,-8.520,target001,,,,False
ZINC000000004166,lig0815,target001,autodock,-7.230,target001,,,,False
ZINC000000004177,lig0816,target001,autodock,-6.350,target001,,,,False
ZINC000000004184,lig0817,target001,autodock,-7.100,target001,,,,False
ZINC000000004187,lig0818,target001,autodock,-6.340,target001,dock,-36.779,1.215,True
ZINC000000004188,lig0819,target001,autodock,-6.550,target001,dock,-32.741,21.554,False
ZINC000000004194,lig0820,target001,autodock,-7.150,target001,dock,-34.706,20.733,False
ZINC000000004223,lig0821,target001,autodock,-5.380,target001,dock,-27.781,21.172,False
ZINC000000004229,lig0822,target001,autodock,-7.440,target001,dock,-36.137,4.821,False
ZINC000000004234,lig0823,target001,autodock,-7.490,target001,dock,-34.412,20.381,False
ZINC000000004235,lig0824,target001,autodock,-7.420,target001,dock,-36.539,19.769,False
ZINC000000004239,lig0825,target001,autodock,-5.650,target001,dock,-30.026,19.736,False
ZINC000000004240,lig0826,target001,autodock,-6.820,target001,dock,-34.583,3.832,False
ZINC000000004241,lig0827,target001,autodock,-8.580,target001,,,,False
ZINC000000004247,lig0828,target001,autodock,-7.710,target001,,,,False
ZINC000000004250,lig0829,target001,autodock,-7.510,target001,,,,False
ZINC000000004257,lig0830,target001,autodock,-8.330,target001,dock,-38.728,2.029,False
ZINC000000004263,lig0831,target001,autodock,-6.230,target001,dock,-29.293,20.157,False
ZINC000000004264,lig0832,target001,autodock,-8.130,target001,dock,-34.185,5.718,False
ZINC000000004270,lig0833,target001,autodock,-6.920,target001,dock,-36.247,7.718,False
ZINC000000004272,lig0834,target001,autodock,-7.170,target001,,,,False
ZINC000000004279,lig0835,target001,autodock,-7.860,target001,dock,-33.923,2.898,False
ZINC000000004285,lig0836,target001,autodock,-6.530,target001,dock,-26.723,16.712,False
ZINC000000004287,lig0837,target001,autodock,-7.440,target001,dock,-35.264,3.635,False
ZINC000000004290,lig0838,target001,autodock,-6.720,target001,dock,-32.320,1.480,True
ZINC000000004293,lig0839,target001,autodock,-7.430,target001,dock,-32.413,3.416,False
ZINC000000004300,lig0840,target001,autodock,-6.520,target001,,,,False
ZINC000000004308,lig0841,target001,autodock,-5.030,target001,dock,-23.798,22.490,False
ZINC000000004311,lig0842,target001,autodock,-6.740,target001,dock,-30.933,2.771,False
ZINC000000004337,lig0843,target001,autodock,-8.090,target001,dock,-36.998,21.555,False
ZINC000000004347,lig0844,target001,autodock,-5.760,target001,dock,-33.159,21.778,False
ZINC000000004351,lig0845,target001,autodock,-8.430,target001,,,,False
ZINC000000004354,lig0846,target001,autodock,-7.790,target001,,,,False
ZINC000000004355,lig0847,target001,autodock,-6.920,target001,dock,-34.077,21.355,False
ZINC000000004358,lig0848,target001,autodock,-6.850,target001,dock,-32.966,5.295,False
ZINC000000004378,lig0849,target001,autodock,-6.450,target001,dock,-31.878,4.533,False
ZINC000000004379,lig0850,target001,autodock,-5.420,target001,dock,-27.934,4.345,False
ZINC000000004382,lig0851,target001,autodock,-7.980,target001,,,,False
ZINC000000004383,lig0852,target001,autodock,-7.520,target001,dock,-39.703,22.988,False
ZINC000000004424,lig0853,target001,autodock,-6.070,target001,dock,-26.548,21.045,False
ZINC000000004438,lig0854,target001,autodock,-6.500,target001,dock,-31.630,21.554,False
ZINC000000004439,lig0855,target001,autodock,-6.690,target001,dock,-30.844,17.354,False
ZINC000000004465,lig0856,target001,autodock,-7.520,target001,dock,-29.810,17.172,False
ZINC000000004486,lig0857,target001,autodock,-8.280,target001,dock,-33.628,7.660,False
ZINC000000004494,lig0858,target001,autodock,-6.550,target001,dock,-31.616,16.511,False
ZINC000000004503,lig0859,target001,autodock,-7.250,target001,,,,False
ZINC000000004512,lig0860,target001,autodock,-7.330,target001,dock,-42.800,7.648,False
ZINC000000004517,lig0861,target001,autodock,-7.160,target001,dock,-31.799,20.232,False
ZINC000000004522,lig0862,target001,autodock,-6.790,target001,dock,-34.528,19.676,False
ZINC000000004537,lig0863,target001,autodock,-7.110,target001,dock,-31.035,8.329,False
ZINC000000004548,lig0864,target001,autodock,-7.610,target001,dock,-34.273,21.445,False
ZINC000000004551,lig0865,target001,autodock,-5.710,target001,,,,False
ZINC000000004554,lig0866,target001,autodock,-7.200,target001,dock,-39.799,11.017,False
ZINC000000004560,lig0867,target001,autodock,-4.790,target001,dock,-28.411,23.254,False
ZINC000000004568,lig0868,target001,autodock,-6.270,target001,dock,-32.826,20.822,False
ZINC000000004577,lig0869,target001,autodock,-9.070,target001,dock,-42.204,4.619,False
ZINC000000004583,lig0870,target001,autodock,-7.970,target001,,,,False
ZINC000000004597,lig0871,target001,autodock,-5.890,target001,dock,-24.530,16.423,False
ZINC000000004608,lig0872,target001,autodock,-6.260,target001,dock,-32.922,5.629,False
ZINC000000004609,lig0873,target001,autodock,-6.150,target001,dock,-33.059,6.034,False
ZINC000000004618,lig0874,target001,autodock,-6.770,target001,dock,-31.130,5.701,False
ZINC000000004623,lig0875,target001,autodock,-9.300,target001,dock,-36.734,5.809,False
ZINC000000004640,lig0876,target001,autodock,-5.890,target001,dock,-29.145,7.628,False
ZINC000000004641,lig0877,target001,autodock,-8.870,target001,dock,-40.109,4.666,False
ZINC000000004667,lig0878,target001,autodock,-7.270,target001,dock,-33.852,8.109,False
ZINC000000004683,lig0879,target001,autodock,-7.280,target001,,,,False
ZINC000000004689,lig0880,target001,autodock,-7.970,target001,dock,-38.296,2.377,False
ZINC000000004695,lig0881,target001,autodock,-9.140,target001,,,,False
ZINC000000004710,lig0882,target001,autodock,-5.630,target001,dock,-29.404,22.627,False
ZINC000000004717,lig0883,target001,autodock,-6.910,target001,dock,-29.999,17.243,False
ZINC000000004722,lig0884,target001,autodock,-8.200,target001,dock,-42.857,4.254,False
ZINC000000004724,lig0885,target001,autodock,-7.920,target001,,,,False
ZINC000000004726,lig0886,target001,autodock,-5.860,target001,dock,-29.487,4.782,False
ZINC000000004728,lig0887,target001,autodock,-6.090,target001,,,,False
ZINC000000004734,lig0888,target001,autodock,-8.250,target001,,,,False
ZINC000000004737,lig0889,target001,autodock,-5.030,target001,,,,False
ZINC000000004749,lig0890,target001,autodock,-8.260,target001,,,,False
ZINC000000004762,lig0891,target001,autodock,-8.280,target001,dock,-46.966,5.216,False
ZINC000000004776,lig0892,target001,autodock,-7.790,target001,,,,False
ZINC000000004778,lig0893,target001,autodock,-8.100,target001,,,,False
ZINC000000004779,lig0894,target001,autodock,-8.070,target001,dock,-42.552,5.651,False
ZINC000000004783,lig0895,target001,autodock,-6.850,target001,dock,-25.992,3.653,False
ZINC000000004785,lig0896,target001,autodock,-7.470,target001,,,,False
ZINC000000004791,lig0897,target001,autodock,-7.940,target001,,,,False
ZINC000000004810,lig0898,target001,autodock,-9.820,target001,dock,-36.492,4.657,False
ZINC000000004816,lig0899,target001,autodock,-5.570,target001,dock,-31.831,2.927,False
ZINC000000004840,lig0900,target001,autodock,-6.850,target001,dock,-33.430,4.321,False
ZINC000000004841,lig0901,target001,autodock,-6.580,target001,dock,-30.372,5.198,False
ZINC000000004861,lig0902,target001,autodock,-7.380,target001,dock,-34.657,3.674,False
ZINC000000004875,lig0903,target001,autodock,-9.380,target001,dock,-41.291,4.357,False
ZINC000000004880,lig0904,target001,autodock,-6.380,target001,dock,-29.886,18.991,False
ZINC000000004882,lig0905,target001,autodock,-8.360,target001,dock,-33.989,6.026,False
ZINC000000004886,lig0906,target001,autodock,-8.820,target001,,,,False
ZINC000000004888,lig0907,target001,autodock,-4.360,target001,dock,-24.295,30.635,False
ZINC000000004918,lig0908,target001,autodock,-7.370,target001,dock,-30.627,4.363,False
ZINC000000004928,lig0909,target001,autodock,-5.790,target001,dock,-28.983,19.765,False
ZINC000000004931,lig0910,target001,autodock,-8.040,target001,dock,-36.201,0.613,True
ZINC000000004935,lig0911,target001,autodock,-7.580,target001,dock,-34.328,21.453,False
ZINC000000004949,lig0912,target001,autodock,-7.310,target001,dock,-32.859,15.999,False
ZINC000000004957,lig0913,target001,autodock,-6.430,target001,dock,-29.254,21.063,False
ZINC000000004982,lig0914,target001,autodock,-8.070,target001,,,,False
ZINC000000004996,lig0915,target001,autodock,-8.970,target001,dock,-39.347,7.610,False
ZINC000000005006,lig0916,target001,autodock,-7.120,target001,dock,-36.651,22.855,False
ZINC000000005014,lig0917,target001,autodock,-8.470,target001,dock,-34.144,7.179,False
ZINC000000005023,lig0918,target001,autodock,-8.710,target001,dock,-40.399,5.344,False
ZINC000000005039,lig0919,target001,autodock,-7.040,target001,,,,False
ZINC000000005048,lig0920,target001,autodock,-6.720,target001,dock,-30.019,20.465,False
ZINC000000005051,lig0921,target001,autodock,-9.610,target001,dock,-36.115,7.330,False
ZINC000000005053,lig0922,target001,autodock,-7.670,target001,,,,False
ZINC000000005057,lig0923,target001,autodock,-8.100,target001,,,,False
ZINC000000005067,lig0924,target001,autodock,-7.080,target001,dock,-31.863,22.216,False
ZINC000000005108,lig0925,target001,autodock,-8.370,target001,dock,-32.347,15.613,False
ZINC000000005122,lig0926,target001,autodock,-8.060,target001,,,,False
ZINC000000005129,lig0927,target001,autodock,-5.880,target001,dock,-28.676,13.800,False
ZINC000000005142,lig0928,target001,autodock,-7.720,target001,dock,-34.886,5.734,False
ZINC000000005148,lig0929,target001,autodock,-9.050,target001,,,,False
ZINC000000005152,lig0930,target001,autodock,-7.050,target001,dock,-33.689,15.535,False
ZINC000000005155,lig0931,target001,autodock,-6.880,target001,dock,-33.218,4.851,False
ZINC000000005160,lig0932,target001,autodock,-6.830,target001,dock,-28.497,4.366,False
ZINC000000005171,lig0933,target001,autodock,-7.080,target001,dock,-32.303,8.332,False
ZINC000000005196,lig0934,target001,autodock,-8.200,target001,,,,False
ZINC000000005200,lig0935,target001,autodock,-6.770,target001,dock,-30.428,15.929,False
ZINC000000005213,lig0936,target001,autodock,-8.220,target001,dock,-44.066,4.615,False
ZINC000000005234,lig0937,target001,autodock,-7.290,target001,,,,False
ZINC000000005245,lig0938,target001,autodock,-5.570,target001,dock,-30.161,20.449,False
ZINC000000005251,lig0939,target001,autodock,-7.170,target001,dock,-32.291,19.384,False
ZINC000000005253,lig0940,target001,autodock,-7.980,target001,dock,-36.512,19.913,False
ZINC000000005282,lig0941,target001,autodock,-8.020,target001,dock,-41.304,6.980,False
ZINC000000005286,lig0942,target001,autodock,-7.670,target001,,,,False
ZINC000000005291,lig0943,target001,autodock,-7.850,target001,dock,-31.277,1.252,True
ZINC000000005293,lig0944,target001,autodock,-6.490,target001,dock,-29.482,3.546,False
ZINC000000005304,lig0945,target001,autodock,-7.660,target001,dock,-38.410,2.108,False
ZINC000000005312,lig0946,target001,autodock,-6.620,target001,dock,-32.222,6.344,False
ZINC000000005319,lig0947,target001,autodock,-7.470,target001,,,,False
ZINC000000005321,lig0948,target001,autodock,-8.670,target001,,,,False
ZINC000000005324,lig0949,target001,autodock,-7.220,target001,,,,False
ZINC000000005327,lig0950,target001,autodock,-6.690,target001,dock,-26.850,4.150,False
ZINC000000005355,lig0951,target001,autodock,-6.470,target001,,,,False
ZINC000000005359,lig0952,target001,autodock,-6.450,target001,dock,-27.989,21.564,False
ZINC000000005370,lig0953,target001,autodock,-6.780,target001,,,,False
ZINC000000005395,lig0954,target001,autodock,-9.490,target001,,,,False
ZINC000000005411,lig0955,target001,autodock,-8.020,target001,,,,False
ZINC000000005428,lig0956,target001,autodock,-7.110,target001,,,,False
ZINC000000005432,lig0957,target001,autodock,-6.760,target001,dock,-32.379,1.359,True
ZINC000000005437,lig0958,target001,autodock,-8.100,target001,dock,-30.020,7.008,False
ZINC000000005449,lig0959,target001,autodock,-7.580,target001,dock,-30.964,4.295,False
ZINC000000005454,lig0960,target001,autodock,-8.820,target001,dock,-47.088,2.007,False
ZINC000000005473,lig0961,target001,autodock,-5.710,target001,dock,-28.013,18.775,False
ZINC000000005492,lig0962,target001,autodock,-5.530,target001,dock,-30.214,20.474,False
ZINC000000005501,lig0963,target001,autodock,-6.340,target001,,,,False
ZINC000000005505,lig0964,target001,autodock,-6.490,target001,dock,-30.035,17.964,False
ZINC000000005512,lig0965,target001,autodock,-7.670,target001,dock,-38.583,3.469,False
ZINC000000005515,lig0966,target001,autodock,-8.020,target001,,,,False
ZINC000000005516,lig0967,target001,autodock,-5.860,target001,dock,-31.041,16.821,False
ZINC000000005522,lig0968,target001,autodock,-7.400,target001,,,,False
ZINC000000005523,lig0969,target001,autodock,-8.390,target001,dock,-37.916,0.046,True
ZINC000000005541,lig0970,target001,autodock,-6.520,target001,dock,-35.637,20.680,False
ZINC000000005552,lig0971,target001,autodock,-6.440,target001,,,,False
ZINC000000005575,lig0972,target001,autodock,-5.040,target001,dock,-23.938,20.178,False
ZINC000000005598,lig0973,target001,autodock,-9.220,target001,dock,-30.595,4.152,False
ZINC000000005602,lig0974,target001,autodock,-8.650,target001,dock,-38.532,4.747,False
ZINC000000005605,lig0975,target001,autodock,-6.690,target001,dock,-26.578,0.324,True
ZINC000000005609,lig0976,target001,autodock,-6.010,target001,dock,-29.387,18.141,False
ZINC000000005614,lig0977,target001,autodock,-6.810,target001,dock,-29.590,5.755,False
ZINC000000005626,lig0978,target001,autodock,-5.810,target001,dock,-34.631,18.854,False
ZINC000000005649,lig0979,target001,autodock,-8.220,target001,dock,-32.312,20.211,False
ZINC000000005653,lig0980,target001,autodock,-8.830,target001,,,,False
ZINC000000005672,lig0981,target001,autodock,-7.450,target001,dock,-30.457,21.221,False
ZINC000000005679,lig0982,target001,autodock,-6.060,target001,,,,False
ZINC000000005691,lig0983,target001,autodock,-9.280,target001,,,,False
ZINC000000005707,lig0984,target001,autodock,-5.930,target001,dock,-26.653,20.618,False
ZINC000000005718,lig0985,target001,autodock,-7.800,target001,,,,False
ZINC000000005719,lig0986,target001,autodock,-6.920,target001,,,,False
ZINC000000005744,lig0987,target001,autodock,-7.770,target001,dock,-42.875,21.235,False
ZINC000000005793,lig0988,target001,autodock,-8.830,target001,,,,False
ZINC000000005795,lig0989,target001,autodock,-7.960,target001,dock,-32.151,1.249,True
ZINC000000005823,lig0990,target001,autodock,-7.890,target001,,,,False
ZINC000000005848,lig0991,target001,autodock,-8.040,target001,dock,-37.409,3.651,False
ZINC000000005852,lig0992,target001,autodock,-8.730,target001,dock,-35.580,5.019,False
ZINC000000005879,lig0993,target001,autodock,-6.820,target001,dock,-32.600,4.496,False
ZINC000000005880,lig0994,target001,autodock,-8.090,target001,dock,-40.876,8.662,False
ZINC000000005885,lig0995,target001,autodock,-6.450,target001,dock,-31.929,5.155,False
ZINC000000005895,lig0996,target001,autodock,-7.230,target001,,,,False
ZINC000000005909,lig0997,target001,autodock,-8.170,target001,dock,-33.712,7.266,False
ZINC000000005914,lig0998,target001,autodock,-6.060,target001,dock,-29.999,21.328,False
ZINC000000005921,lig0999,target001,autodock,-6.310,target001,dock,-31.465,4.097,False
ZINC000000005936,lig1000,target001,autodock,-7.170,target001,,,,False
ZINC000000005945,lig1001,target001,autodock,-7.380,target001,dock,-33.031,6.328,False
ZINC000000005957,lig1002,target001,autodock,-6.900,target001,dock,-30.394,21.885,False
ZINC000000005966,lig1003,target001,autodock,-9.540,target001,,,,False
ZINC000000005970,lig1004,target001,autodock,-5.450,target001,dock,-29.785,21.792,False
ZINC000000005985,lig1005,target001,autodock,-7.720,target001,dock,-35.994,5.404,False
ZINC000000005988,lig1006,target001,autodock,-8.150,target001,dock,-29.561,5.892,False
ZINC000000005993,lig1007,target001,autodock,-7.540,target001,dock,-35.635,0.958,True
ZINC000000005994,lig1008,target001,autodock,-7.560,target001,dock,-36.077,7.452,False
ZINC000000006000,lig1009,target001,autodock,-7.580,target001,,,,False
ZINC000000006004,lig1010,target001,autodock,-6.870,target001,dock,-35.527,20.626,False
ZINC000000006016,lig1011,target001,autodock,-6.680,target001,,,,False
ZINC000000006024,lig1012,target001,autodock,-6.510,target001,dock,-40.470,0.769,True
ZINC000000006038,lig1013,target001,autodock,-6.550,target001,dock,-31.528,5.122,False
ZINC000000006050,lig1014,target001,autodock,-7.780,target001,,,,False
ZINC000000006079,lig1015,target001,autodock,-8.270,target001,dock,-39.757,21.012,False
ZINC000000006094,lig1016,target001,autodock,-8.750,target001,dock,-41.934,7.176,False
ZINC000000006104,lig1017,target001,autodock,-6.300,target001,dock,-33.347,3.588,False
ZINC000000006138,lig1018,target001,autodock,-8.620,target001,dock,-39.136,23.814,False
ZINC000000006149,lig1019,target001,autodock,-7.760,target001,,,,False
ZINC000000006156,lig1020,target001,autodock,-8.290,target001,,,,False
ZINC000000006157,lig1021,target001,autodock,-7.500,target001,dock,-28.559,3.433,False
ZINC000000006164,lig1022,target001,autodock,-6.270,target001,dock,-33.998,20.844,False
ZINC000000006168,lig1023,target001,autodock,-7.040,target001,dock,-37.153,6.793,False
ZINC000000006169,lig1024,target001,autodock,-7.710,target001,dock,-35.656,0.667,True
ZINC000000006178,lig1025,target001,autodock,-7.660,target001,,,,False
ZINC000000006213,lig1026,target001,autodock,-6.870,target001,dock,-29.828,4.892,False
ZINC000000006220,lig1027,target001,autodock,-6.720,target001,dock,-37.504,21.808,False
ZINC000000006223,lig1028,target001,autodock,-7.110,target001,dock,-35.130,20.525,False
ZINC000000006227,lig1029,target001,autodock,-7.270,target001,,,,False
ZINC000000006228,lig1030,target001,autodock,-6.590,target001,dock,-39.084,20.455,False
ZINC000000006232,lig1031,target001,autodock,-7.950,target001,dock,-35.070,5.889,False
ZINC000000006235,lig1032,target001,autodock,-5.770,target001,dock,-30.554,22.867,False
ZINC000000006251,lig1033,target001,autodock,-7.400,target001,,,,False
ZINC000000006255,lig1034,target001,autodock,-7.870,target001,dock,-38.138,22.179,False
ZINC000000006256,lig1035,target001,autodock,-8.120,target001,dock,-31.023,4.932,False
ZINC000000006258,lig1036,target001,autodock,-6.780,target001,dock,-31.764,21.465,False
ZINC000000006263,lig1037,target001,autodock,-6.890,target001,dock,-33.159,4.667,False
ZINC000000006266,lig1038,target001,autodock,-7.900,target001,dock,-39.488,12.502,False
ZINC000000006269,lig1039,target001,autodock,-8.190,target001,dock,-42.398,4.893,False
ZINC000000006271,lig1040,target001,autodock,-8.780,target001,dock,-37.898,6.844,False
ZINC000000006274,lig1041,target001,autodock,-8.030,target001,,,,False
ZINC000000006296,lig1042,target001,autodock,-6.060,target001,dock,-30.290,18.855,False
ZINC000000006301,lig1043,target001,autodock,-6.530,target001,dock,-33.230,0.027,True
ZINC000000006302,lig1044,target001,autodock,-6.010,target001,dock,-26.644,18.790,False
ZINC000000006307,lig1045,target001,autodock,-5.610,target001,,,,False
ZINC000000006308,lig1046,target001,autodock,-6.970,target001,dock,-31.267,5.153,False
ZINC000000006310,lig1047,target001,autodock,-8.640,target001,,,,False
ZINC000000006311,lig1048,target001,autodock,-7.150,target001,dock,-29.171,22.125,False
ZINC000000006321,lig1049,target001,autodock,-9.940,target001,,,,False
ZINC000000006331,lig1050,target001,autodock,-7.030,target001,,,,False
ZINC000000006332,lig1051,target001,autodock,-6.690,target001,dock,-30.613,3.336,False
ZINC000000006335,lig1052,target001,autodock,-8.500,target001,,,,False
ZINC000000006344,lig1053,target001,autodock,-7.410,target001,dock,-43.023,2.078,False
ZINC000000006368,lig1054,target001,autodock,-7.720,target001,,,,False
ZINC000000006369,lig1055,target001,autodock,-7.290,target001,dock,-31.146,7.096,False
ZINC000000006371,lig1056,target001,autodock,-5.590,target001,dock,-27.025,22.979,False
ZINC000000006392,lig1057,target001,autodock,-8.380,target001,dock,-36.699,21.525,False
ZINC000000006398,lig1058,target001,autodock,-7.190,target001,dock,-32.848,20.727,False
ZINC000000006414,lig1059,target001,autodock,-6.480,target001,dock,-29.211,21.489,False
ZINC000000006421,lig1060,target001,autodock,-5.900,target001,dock,-28.223,4.748,False
ZINC000000006427,lig1061,target001,autodock,-7.940,target001,,,,False
ZINC000000006428,lig1062,target001,autodock,-8.620,target001,dock,-37.056,20.222,False
ZINC000000006437,lig1063,target001,autodock,-9.440,target001,,,,False
ZINC000000006450,lig1064,target001,autodock,-6.900,target001,dock,-31.017,3.691,False
ZINC000000006459,lig1065,target001,autodock,-6.950,target001,dock,-35.197,12.647,False
ZINC000000006471,lig1066,target001,autodock,-8.550,target001,,,,False
ZINC000000006473,lig1067,target001,autodock,-7.970,target001,dock,-35.780,6.122,False
ZINC000000006486,lig1068,target001,autodock,-7.810,target001,,,,False
ZINC000000006489,lig1069,target001,autodock,-7.710,target001,dock,-31.884,6.113,False
ZINC000000006507,lig1070,target001,autodock,-7.900,target001,dock,-36.969,3.808,False
ZINC000000006509,lig1071,target001,autodock,-8.620,target001,,,,False
ZINC000000006514,lig1072,target001,autodock,-7.880,target001,,,,False
ZINC000000006515,lig1073,target001,autodock,-5.510,target001,,,,False
ZINC000000006517,lig1074,target001,autodock,-7.340,target001,dock,-34.912,6.645,False
ZINC000000006559,lig1075,target001,autodock,-6.510,target001,dock,-29.018,0.007,True
ZINC000000006561,lig1076,target001,autodock,-8.180,target001,dock,-36.574,9.313,False
ZINC000000006568,lig1077,target001,autodock,-8.410,target001,dock,-32.134,6.700,False
ZINC000000006580,lig1078,target001,autodock,-6.220,target001,dock,-27.869,3.020,False
ZINC000000006582,lig1079,target001,autodock,-7.590,target001,,,,False
ZINC000000006588,lig1080,target001,autodock,-6.890,target001,dock,-32.294,4.690,False
ZINC000000006592,lig1081,target001,autodock,-6.170,target001,dock,-27.811,20.522,False
ZINC000000006618,lig1082,target001,autodock,-8.150,target001,dock,-34.508,4.620,False
ZINC000000006626,lig1083,target001,autodock,-6.760,target001,,,,False
ZINC000000006638,lig1084,target001,autodock,-8.440,target001,dock,-40.599,20.061,False
ZINC000000006642,lig1085,target001,autodock,-6.700,target001,dock,-30.438,3.160,False
ZINC000000006647,lig1086,target001,autodock,-7.840,target001,,,,False
ZINC000000006650,lig1087,target001,autodock,-6.910,target001,dock,-29.054,4.150,False
ZINC000000006656,lig1088,target001,autodock,-6.670,target001,dock,-30.551,3.742,False
ZINC000000006662,lig1089,target001,autodock,-9.040,target001,,,,False
ZINC000000006686,lig1090,target001,autodock,-6.770,target001,,,,False
ZINC000000006693,lig1091,target001,autodock,-7.370,target001,dock,-31.828,3.170,False
ZINC000000006694,lig1092,target001,autodock,-9.130,target001,dock,-39.137,5.054,False
ZINC000000006711,lig1093,target001,autodock,-8.400,target001,dock,-36.623,6.182,False
ZINC000000006735,lig1094,target001,autodock,-7.600,target001,dock,-40.180,4.252,False
ZINC000000006737,lig1095,target001,autodock,-7.130,target001,dock,-31.186,3.454,False
ZINC000000006739,lig1096,target001,autodock,-7.610,target001,dock,-32.915,6.829,False
ZINC000000006740,lig1097,target001,autodock,-6.320,target001,,,,False
ZINC000000006765,lig1098,target001,autodock,-7.090,target001,dock,-38.205,7.739,False
ZINC000000006768,lig1099,target001,autodock,-7.800,target001,dock,-37.235,5.500,False
ZINC000000006769,lig1100,target001,autodock,-7.760,target001,,,,False
ZINC000000006772,lig1101,target001,autodock,-7.590,target001,dock,-31.752,19.378,False
ZINC000000006775,lig1102,target001,autodock,-8.920,target001,,,,False
ZINC000000006784,lig1103,target001,autodock,-9.980,target001,dock,-44.168,9.296,False
