name,ligID,targetID_autodock,instance_autodock,autodock,targetID_dsx,instance_dsx,dsx,rmsd_autodock_dsx,consensus
CHEMBL1836893,lig0001,target001,autodock,-8.710,target001,vina,-124.950,5.456,False
CHEMBL4078859,lig0002,target001,vina,-10.850,target001,vina,-130.739,2.139,False
CHEMBL4103135,lig0003,target001,autodock,-11.410,target001,vina,-122.602,1.431,True
CHEMBL1836881,lig0004,target001,autodock,-11.010,target001,vina,-146.520,5.641,False
CHEMBL1836879,lig0005,target001,autodock,-9.550,target001,vina,-131.774,2.229,False
CHEMBL2315166,lig0006,target001,autodock,-10.030,target001,dock,-137.773,1.995,True
CHEMBL4070546,lig0007,target001,autodock,-9.770,target001,autodock,-114.963,0.000,True
CHEMBL4094458,lig0008,target001,vina,-10.100,target001,autodock,-116.461,0.979,True
CHEMBL4095178,lig0009,target001,autodock,-11.980,target001,autodock,-131.432,0.000,True
CHEMBL4074704,lig0010,target001,vina,-10.890,target001,dock,-127.304,0.011,True
CHEMBL2315165,lig0011,target001,autodock,-9.820,target001,autodock,-139.509,1.283,True
CHEMBL1082983,lig0012,target001,vina,-11.010,target001,vina,-123.727,0.000,True
CHEMBL4086717,lig0013,target001,autodock,-10.530,target001,vina,-116.557,4.563,False
CHEMBL2315152,lig0014,target001,autodock,-9.320,target001,autodock,-127.726,0.000,True
CHEMBL519690,lig0015,target001,dock,-10.820,target001,dock,-127.955,0.000,True
CHEMBL4088330,lig0016,target001,autodock,-10.220,target001,autodock,-121.853,0.786,True
CHEMBL483597,lig0017,target001,vina,-15.690,target001,vina,-137.023,4.508,False
CHEMBL4104700,lig0018,target001,autodock,-10.610,target001,autodock,-131.096,1.921,True
CHEMBL1271706,lig0019,target001,autodock,-12.610,target001,vina,-135.585,1.790,True
CHEMBL426485,lig0020,target001,vina,-8.500,target001,vina,-122.283,0.000,True
CHEMBL4079841,lig0021,target001,autodock,-9.250,target001,autodock,-121.548,0.000,True
CHEMBL1836895,lig0022,target001,autodock,-9.460,target001,dock,-123.197,1.432,True
CHEMBL383765,lig0023,target001,autodock,-9.070,target001,autodock,-116.062,0.411,True
CHEMBL1836896,lig0024,target001,autodock,-9.120,target001,autodock,-119.447,0.000,True
CHEMBL4100122,lig0025,target001,autodock,-11.240,target001,autodock,-115.905,4.490,False
CHEMBL4090816,lig0026,target001,autodock,-9.360,target001,autodock,-118.097,1.253,True
CHEMBL4092365,lig0027,target001,autodock,-10.110,target001,autodock,-114.002,0.000,True
CHEMBL1760582,lig0028,target001,autodock,-10.400,target001,dock,-104.912,0.785,True
CHEMBL2315154,lig0029,target001,dock,-9.970,target001,dock,-138.436,0.000,True
CHEMBL1086473,lig0030,target001,autodock,-12.160,target001,vina,-128.201,0.260,True
CHEMBL4075866,lig0031,target001,autodock,-10.630,target001,autodock,-132.433,0.000,True
CHEMBL4082112,lig0032,target001,vina,-10.750,target001,vina,-109.003,0.000,True
CHEMBL2315163,lig0033,target001,dock,-8.520,target001,dock,-136.435,2.707,False
CHEMBL4646933,lig0034,target001,autodock,-11.340,target001,autodock,-121.521,0.000,True
CHEMBL3827413,lig0035,target001,autodock,-12.040,target001,autodock,-124.035,11.705,False
CHEMBL1086474,lig0036,target001,autodock,-9.890,target001,vina,-123.846,6.920,False
CHEMBL4096097,lig0037,target001,autodock,-11.640,target001,autodock,-112.164,5.203,False
CHEMBL4079597,lig0038,target001,autodock,-10.410,target001,autodock,-121.653,0.000,True
CHEMBL1760443,lig0039,target001,autodock,-8.470,target001,vina,-106.311,4.622,False
CHEMBL4642612,lig0040,target001,autodock,-11.310,target001,autodock,-130.274,0.000,True
CHEMBL1836894,lig0041,target001,vina,-8.650,target001,autodock,-130.288,5.407,False
CHEMBL4097707,lig0042,target001,autodock,-9.890,target001,dock,-119.629,21.513,False
CHEMBL4066900,lig0043,target001,autodock,-9.170,target001,autodock,-115.161,0.433,True
CHEMBL4065927,lig0044,target001,vina,-10.840,target001,dock,-124.096,2.159,False
CHEMBL4065786,lig0045,target001,autodock,-11.040,target001,autodock,-123.008,0.000,True
CHEMBL4170901,lig0046,target001,autodock,-13.620,target001,autodock,-145.587,0.000,True
CHEMBL4103710,lig0047,target001,vina,-9.840,target001,dock,-117.622,0.444,True
CHEMBL1082642,lig0048,target001,vina,-11.910,target001,vina,-124.232,0.000,True
CHEMBL4077873,lig0049,target001,autodock,-8.880,target001,vina,-111.327,0.956,True
CHEMBL4071479,lig0050,target001,autodock,-9.210,target001,vina,-116.733,0.842,True
CHEMBL4644843,lig0051,target001,autodock,-11.780,target001,autodock,-122.692,0.354,True
CHEMBL1082982,lig0052,target001,autodock,-11.790,target001,autodock,-130.161,0.000,True
CHEMBL4074552,lig0053,target001,vina,-9.320,target001,autodock,-113.670,0.721,True
CHEMBL3221827,lig0054,target001,dock,-8.770,target001,autodock,-101.518,4.315,False
CHEMBL4071587,lig0055,target001,autodock,-8.600,target001,autodock,-110.685,2.179,False
CHEMBL4075504,lig0056,target001,autodock,-9.460,target001,vina,-118.993,4.666,False
CHEMBL4162974,lig0057,target001,autodock,-11.580,target001,autodock,-137.093,0.000,True
CHEMBL1082307,lig0058,target001,autodock,-11.200,target001,vina,-130.289,1.193,True
CHEMBL215536,lig0059,target001,autodock,-9.220,target001,autodock,-117.127,0.584,True
CHEMBL4645797,lig0060,target001,autodock,-11.050,target001,autodock,-123.041,0.441,True
CHEMBL4102127,lig0061,target001,autodock,-8.490,target001,vina,-109.920,1.015,True
CHEMBL4069818,lig0062,target001,autodock,-9.130,target001,vina,-116.287,0.666,True
CHEMBL4069667,lig0063,target001,vina,-11.350,target001,vina,-123.363,0.000,True
CHEMBL4160925,lig0064,target001,autodock,-11.570,target001,autodock,-137.647,0.000,True
CHEMBL4455899,lig0065,target001,autodock,-7.440,target001,autodock,-88.529,4.114,False
CHEMBL1282,lig0066,target001,autodock,-8.790,target001,dock,-94.045,19.308,False
CHEMBL4101498,lig0067,target001,autodock,-9.840,target001,autodock,-113.687,1.635,True
CHEMBL549344,lig0068,target001,autodock,-12.230,target001,vina,-117.083,0.939,True
CHEMBL4084584,lig0069,target001,autodock,-9.020,target001,autodock,-105.244,0.464,True
CHEMBL4161057,lig0070,target001,autodock,-13.360,target001,autodock,-149.560,0.276,True
CHEMBL213396,lig0071,target001,dock,-9.610,target001,vina,-128.339,6.576,False
CHEMBL3221818,lig0072,target001,autodock,-7.670,target001,vina,-94.078,4.245,False
CHEMBL3221824,lig0073,target001,autodock,-7.640,target001,autodock,-100.941,4.925,False
CHEMBL3221825,lig0074,target001,dock,-6.280,target001,vina,-95.517,4.649,False
CHEMBL3221830,lig0075,target001,autodock,-7.790,target001,autodock,-111.258,4.615,False
CHEMBL3221822,lig0076,target001,autodock,-7.730,target001,autodock,-96.983,4.750,False
CHEMBL3221823,lig0077,target001,autodock,-9.250,target001,autodock,-99.853,1.060,True
CHEMBL4456944,lig0078,target001,autodock,-8.490,target001,dock,-102.161,20.761,False
CHEMBL4448786,lig0079,target001,autodock,-6.900,target001,dock,-89.058,19.959,False
CHEMBL4644708,lig0080,target001,autodock,-11.350,target001,autodock,-126.647,0.744,True
CHEMBL3485054,lig0081,target001,autodock,-8.690,target001,autodock,-93.362,4.931,False
CHEMBL3963922,lig0082,target001,autodock,-8.040,target001,autodock,-121.444,10.634,False
CHEMBL4590302,lig0083,target001,autodock,-6.640,target001,dock,-94.930,19.430,False
CHEMBL4455751,lig0084,target001,autodock,-6.290,target001,autodock,-82.634,3.825,False
CHEMBL4644723,lig0085,target001,autodock,-7.740,target001,autodock,-113.480,0.000,True
CHEMBL4514055,lig0086,target001,autodock,-6.260,target001,autodock,-87.663,5.002,False
CHEMBL3975213,lig0087,target001,autodock,-10.040,target001,autodock,-134.553,10.613,False
CHEMBL4473706,lig0088,target001,autodock,-6.470,target001,dock,-83.788,19.399,False
CHEMBL195276,lig0089,target001,autodock,-8.530,target001,vina,-93.737,0.850,True
CHEMBL4285025,lig0090,target001,autodock,-9.930,target001,vina,-100.360,0.983,True
CHEMBL4288029,lig0091,target001,autodock,-11.290,target001,autodock,-129.817,6.195,False
CHEMBL4276704,lig0092,target001,autodock,-10.710,target001,autodock,-135.969,0.000,True
CHEMBL4280136,lig0093,target001,autodock,-8.610,target001,vina,-114.654,8.042,False
CHEMBL4290288,lig0094,target001,autodock,-12.170,target001,autodock,-111.624,8.566,False
CHEMBL3915625,lig0095,target001,autodock,-9.970,target001,autodock,-127.608,2.385,False
CHEMBL4286476,lig0096,target001,autodock,-9.150,target001,autodock,-110.688,0.000,True
CHEMBL4278564,lig0097,target001,autodock,-11.280,target001,autodock,-113.061,0.000,True
CHEMBL4293700,lig0098,target001,autodock,-8.530,target001,autodock,-114.731,13.262,False
CHEMBL4284645,lig0099,target001,autodock,-9.290,target001,vina,-113.700,4.530,False
CHEMBL4283103,lig0100,target001,autodock,-12.170,target001,autodock,-106.033,9.537,False
CHEMBL4166427,lig0101,target001,autodock,-10.950,target001,vina,-124.978,1.315,True
CHEMBL2216759,lig0102,target001,autodock,-9.830,target001,autodock,-107.089,0.000,True
CHEMBL4645696,lig0103,target001,autodock,-7.640,target001,autodock,-107.275,14.715,False
ZINC000000000012,lig0104,target001,vina,-8.580,target001,autodock,-98.491,5.525,False
ZINC000000000015,lig0105,target001,autodock,-6.090,target001,autodock,-64.381,0.000,True
ZINC000000000018,lig0106,target001,autodock,-5.800,target001,vina,-76.956,4.564,False
ZINC000000000021,lig0107,target001,autodock,-8.210,target001,autodock,-92.961,3.553,False
ZINC000000000024,lig0108,target001,autodock,-7.530,target001,vina,-97.851,0.245,True
ZINC000000000028,lig0109,target001,autodock,-6.340,target001,vina,-85.131,22.117,False
ZINC000000000031,lig0110,target001,autodock,-7.820,target001,vina,-89.315,12.072,False
ZINC000000000035,lig0111,target001,autodock,-7.530,target001,autodock,-105.185,0.000,True
ZINC000000000039,lig0112,target001,autodock,-10.240,target001,vina,-102.013,5.965,False
ZINC000000000044,lig0113,target001,autodock,-5.830,target001,dock,-70.502,20.424,False
ZINC000000000045,lig0114,target001,vina,-6.100,target001,dock,-75.512,1.438,True
ZINC000000000048,lig0115,target001,autodock,-6.620,target001,autodock,-84.076,4.455,False
ZINC000000000051,lig0116,target001,autodock,-7.580,target001,autodock,-85.373,0.000,True
ZINC000000000061,lig0117,target001,vina,-7.640,target001,autodock,-75.171,4.455,False
ZINC000000000076,lig0118,target001,vina,-7.050,target001,autodock,-75.904,5.646,False
ZINC000000000078,lig0119,target001,autodock,-7.300,target001,dock,-88.028,20.829,False
ZINC000000000083,lig0120,target001,autodock,-4.290,target001,vina,-58.333,14.843,False
ZINC000000000088,lig0121,target001,autodock,-9.350,target001,autodock,-108.781,0.411,True
ZINC000000000123,lig0122,target001,autodock,-10.710,target001,autodock,-108.578,0.000,True
ZINC000000000125,lig0123,target001,autodock,-5.980,target001,autodock,-66.575,0.000,True
ZINC000000000128,lig0124,target001,autodock,-8.400,target001,vina,-95.965,6.196,False
ZINC000000000130,lig0125,target001,autodock,-6.670,target001,autodock,-76.819,1.513,True
ZINC000000000133,lig0126,target001,autodock,-7.530,target001,dock,-73.910,20.454,False
ZINC000000000135,lig0127,target001,vina,-5.650,target001,dock,-71.445,19.484,False
ZINC000000000136,lig0128,target001,dock,-6.280,target001,dock,-77.365,5.238,False
ZINC000000000137,lig0129,target001,autodock,-8.550,target001,vina,-96.587,5.456,False
ZINC000000000140,lig0130,target001,autodock,-7.050,target001,vina,-80.383,20.941,False
ZINC000000000142,lig0131,target001,autodock,-8.330,target001,dock,-102.022,20.309,False
ZINC000000000145,lig0132,target001,autodock,-8.100,target001,vina,-95.536,3.615,False
ZINC000000000152,lig0133,target001,autodock,-9.230,target001,dock,-117.466,4.325,False
ZINC000000000153,lig0134,target001,autodock,-7.750,target001,autodock,-99.411,4.860,False
ZINC000000000164,lig0135,target001,autodock,-8.530,target001,vina,-102.727,5.583,False
ZINC000000000166,lig0136,target001,autodock,-6.790,target001,vina,-87.117,4.949,False
ZINC000000000167,lig0137,target001,autodock,-9.720,target001,autodock,-104.371,4.733,False
ZINC000000000172,lig0138,target001,autodock,-8.090,target001,vina,-87.144,3.747,False
ZINC000000000176,lig0139,target001,autodock,-8.480,target001,vina,-82.087,3.463,False
ZINC000000000179,lig0140,target001,autodock,-8.780,target001,autodock,-98.742,0.000,True
ZINC000000000181,lig0141,target001,autodock,-7.330,target001,autodock,-92.436,0.087,True
ZINC000000000184,lig0142,target001,autodock,-6.810,target001,autodock,-70.241,0.000,True
ZINC000000000186,lig0143,target001,autodock,-6.070,target001,vina,-89.618,4.884,False
ZINC000000000189,lig0144,target001,vina,-9.320,target001,autodock,-99.972,6.095,False
ZINC000000000196,lig0145,target001,autodock,-8.330,target001,vina,-102.384,4.711,False
ZINC000000000198,lig0146,target001,autodock,-8.830,target001,vina,-105.744,5.372,False
ZINC000000000200,lig0147,target001,autodock,-8.670,target001,autodock,-105.004,0.000,True
ZINC000000000231,lig0148,target001,autodock,-6.100,target001,autodock,-82.863,14.097,False
ZINC000000000232,lig0149,target001,autodock,-6.930,target001,autodock,-71.209,0.000,True
ZINC000000000241,lig0150,target001,autodock,-6.410,target001,vina,-78.137,2.655,False
ZINC000000000245,lig0151,target001,autodock,-8.050,target001,vina,-86.051,3.896,False
ZINC000000000253,lig0152,target001,autodock,-10.420,target001,autodock,-100.597,0.000,True
ZINC000000000254,lig0153,target001,autodock,-6.930,target001,autodock,-85.976,2.418,False
ZINC000000000255,lig0154,target001,vina,-10.450,target001,vina,-106.112,5.965,False
ZINC000000000259,lig0155,target001,autodock,-7.910,target001,autodock,-109.659,1.201,True
ZINC000000000267,lig0156,target001,autodock,-4.720,target001,vina,-54.210,21.832,False
ZINC000000000268,lig0157,target001,autodock,-8.400,target001,autodock,-95.379,0.001,True
ZINC000000000270,lig0158,target001,autodock,-8.380,target001,autodock,-100.959,0.000,True
ZINC000000000272,lig0159,target001,autodock,-7.540,target001,autodock,-88.550,5.195,False
ZINC000000000276,lig0160,target001,autodock,-7.260,target001,vina,-96.217,2.960,False
ZINC000000000277,lig0161,target001,autodock,-9.520,target001,vina,-93.357,5.285,False
ZINC000000000282,lig0162,target001,autodock,-7.900,target001,autodock,-101.453,5.496,False
ZINC000000000283,lig0163,target001,vina,-8.070,target001,autodock,-84.223,4.223,False
ZINC000000000284,lig0164,target001,autodock,-7.940,target001,vina,-98.841,15.457,False
ZINC000000000287,lig0165,target001,vina,-6.610,target001,vina,-90.733,3.274,False
ZINC000000000288,lig0166,target001,vina,-8.080,target001,autodock,-96.543,5.213,False
ZINC000000000290,lig0167,target001,autodock,-7.170,target001,vina,-61.483,4.710,False
ZINC000000000296,lig0168,target001,autodock,-7.530,target001,autodock,-79.650,27.503,False
ZINC000000000298,lig0169,target001,autodock,-6.660,target001,autodock,-77.934,19.507,False
ZINC000000000305,lig0170,target001,autodock,-7.580,target001,vina,-85.137,7.708,False
ZINC000000000316,lig0171,target001,autodock,-6.020,target001,autodock,-85.881,2.039,False
ZINC000000000327,lig0172,target001,vina,-6.620,target001,dock,-58.421,7.336,False
ZINC000000000334,lig0173,target001,autodock,-7.120,target001,autodock,-79.971,2.717,False
ZINC000000000340,lig0174,target001,autodock,-10.100,target001,autodock,-99.853,4.599,False
ZINC000000000345,lig0175,target001,autodock,-4.660,target001,dock,-60.414,19.418,False
ZINC000000000346,lig0176,target001,autodock,-8.470,target001,vina,-102.590,5.332,False
ZINC000000000350,lig0177,target001,autodock,-8.040,target001,autodock,-97.291,5.859,False
ZINC000000000359,lig0178,target001,autodock,-8.960,target001,vina,-100.610,4.408,False
ZINC000000000370,lig0179,target001,autodock,-8.520,target001,vina,-88.234,3.749,False
ZINC000000000371,lig0180,target001,autodock,-5.070,target001,vina,-73.745,5.922,False
ZINC000000000378,lig0181,target001,autodock,-5.030,target001,autodock,-53.664,16.096,False
ZINC000000000381,lig0182,target001,autodock,-7.050,target001,vina,-78.118,5.944,False
ZINC000000000383,lig0183,target001,vina,-8.050,target001,vina,-97.341,3.896,False
ZINC000000000389,lig0184,target001,autodock,-7.590,target001,vina,-92.813,3.507,False
ZINC000000000390,lig0185,target001,autodock,-6.060,target001,autodock,-94.368,2.010,False
ZINC000000000394,lig0186,target001,autodock,-8.580,target001,dock,-82.749,5.225,False
ZINC000000000411,lig0187,target001,autodock,-4.060,target001,autodock,-45.670,21.550,False
ZINC000000000426,lig0188,target001,autodock,-6.690,target001,vina,-82.784,3.288,False
ZINC000000000430,lig0189,target001,autodock,-8.730,target001,autodock,-92.908,17.872,False
ZINC000000000431,lig0190,target001,autodock,-10.390,target001,vina,-96.502,4.363,False
ZINC000000000432,lig0191,target001,autodock,-8.360,target001,autodock,-95.805,2.785,False
ZINC000000000434,lig0192,target001,autodock,-7.160,target001,autodock,-89.631,1.750,True
ZINC000000000435,lig0193,target001,autodock,-8.930,target001,vina,-86.262,7.378,False
ZINC000000000436,lig0194,target001,autodock,-7.710,target001,vina,-83.340,3.920,False
ZINC000000000437,lig0195,target001,autodock,-6.550,target001,dock,-81.770,20.894,False
ZINC000000000440,lig0196,target001,autodock,-9.180,target001,autodock,-100.575,1.511,True
ZINC000000000441,lig0197,target001,autodock,-6.290,target001,vina,-71.709,5.836,False
ZINC000000000447,lig0198,target001,autodock,-9.340,target001,autodock,-100.597,6.524,False
ZINC000000000450,lig0199,target001,vina,-5.300,target001,vina,-68.282,2.837,False
ZINC000000000455,lig0200,target001,vina,-7.090,target001,vina,-104.089,0.000,True
ZINC000000000456,lig0201,target001,autodock,-7.340,target001,vina,-90.810,3.438,False
ZINC000000000463,lig0202,target001,autodock,-7.570,target001,dock,-83.572,3.649,False
ZINC000000000464,lig0203,target001,vina,-5.890,target001,vina,-74.856,3.511,False
ZINC000000000465,lig0204,target001,autodock,-6.210,target001,autodock,-67.623,0.000,True
ZINC000000000467,lig0205,target001,vina,-5.460,target001,vina,-62.247,2.625,False
ZINC000000000471,lig0206,target001,autodock,-6.550,target001,vina,-83.985,3.399,False
ZINC000000000472,lig0207,target001,autodock,-6.640,target001,vina,-76.611,3.746,False
ZINC000000000479,lig0208,target001,autodock,-6.760,target001,autodock,-84.048,4.344,False
ZINC000000000485,lig0209,target001,autodock,-9.320,target001,vina,-95.059,4.514,False
ZINC000000000499,lig0210,target001,autodock,-8.500,target001,dock,-97.826,4.408,False
ZINC000000000503,lig0211,target001,autodock,-7.510,target001,vina,-88.992,20.696,False
ZINC000000000510,lig0212,target001,vina,-5.360,target001,vina,-83.605,0.000,True
ZINC000000000517,lig0213,target001,autodock,-7.960,target001,autodock,-88.156,2.572,False
ZINC000000000521,lig0214,target001,autodock,-7.350,target001,autodock,-101.047,21.258,False
ZINC000000000527,lig0215,target001,autodock,-9.630,target001,autodock,-105.945,0.000,True
ZINC000000000534,lig0216,target001,autodock,-8.420,target001,vina,-92.046,6.359,False
ZINC000000000538,lig0217,target001,vina,-8.470,target001,dock,-87.464,6.419,False
ZINC000000000539,lig0218,target001,autodock,-7.710,target001,vina,-75.384,19.853,False
ZINC000000000540,lig0219,target001,autodock,-7.610,target001,dock,-95.918,20.009,False
ZINC000000000541,lig0220,target001,dock,-6.970,target001,dock,-88.369,0.000,True
ZINC000000000542,lig0221,target001,autodock,-7.870,target001,dock,-82.254,21.088,False
ZINC000000000547,lig0222,target001,autodock,-7.500,target001,vina,-80.100,3.915,False
ZINC000000000550,lig0223,target001,autodock,-5.870,target001,dock,-75.737,19.926,False
ZINC000000000551,lig0224,target001,autodock,-6.430,target001,vina,-78.048,5.403,False
ZINC000000000552,lig0225,target001,autodock,-6.790,target001,dock,-71.661,22.448,False
ZINC000000000554,lig0226,target001,autodock,-7.930,target001,autodock,-94.145,0.000,True
ZINC000000000555,lig0227,target001,autodock,-8.140,target001,vina,-89.419,6.057,False
ZINC000000000557,lig0228,target001,autodock,-6.830,target001,dock,-90.731,20.341,False
ZINC000000000560,lig0229,target001,autodock,-5.130,target001,dock,-66.400,18.322,False
ZINC000000000565,lig0230,target001,vina,-7.790,target001,vina,-105.658,0.000,True
ZINC000000000566,lig0231,target001,autodock,-8.340,target001,dock,-101.141,20.371,False
ZINC000000000570,lig0232,target001,autodock,-7.150,target001,vina,-85.123,12.368,False
ZINC000000000571,lig0233,target001,autodock,-5.230,target001,autodock,-62.232,1.698,True
ZINC000000000575,lig0234,target001,autodock,-9.280,target001,vina,-97.334,0.009,True
ZINC000000000580,lig0235,target001,autodock,-9.710,target001,vina,-111.217,5.292,False
ZINC000000000581,lig0236,target001,autodock,-6.970,target001,autodock,-111.536,13.859,False
ZINC000000000583,lig0237,target001,autodock,-8.830,target001,autodock,-100.633,0.000,True
ZINC000000000585,lig0238,target001,vina,-7.780,target001,vina,-104.248,0.000,True
ZINC000000000586,lig0239,target001,autodock,-6.440,target001,autodock,-100.332,13.617,False
ZINC000000000587,lig0240,target001,autodock,-6.860,target001,vina,-104.374,4.855,False
ZINC000000000589,lig0241,target001,autodock,-8.980,target001,vina,-86.783,7.923,False
ZINC000000000603,lig0242,target001,autodock,-6.280,target001,dock,-74.258,22.411,False
ZINC000000000604,lig0243,target001,autodock,-7.640,target001,vina,-88.513,4.184,False
ZINC000000000608,lig0244,target001,vina,-6.580,target001,autodock,-69.479,5.534,False
ZINC000000000617,lig0245,target001,autodock,-7.430,target001,vina,-79.967,3.694,False
ZINC000000000630,lig0246,target001,autodock,-8.440,target001,dock,-82.774,21.568,False
ZINC000000000632,lig0247,target001,autodock,-8.500,target001,vina,-99.155,1.880,True
ZINC000000000635,lig0248,target001,autodock,-7.850,target001,autodock,-94.066,3.490,False
ZINC000000000637,lig0249,target001,autodock,-6.700,target001,autodock,-82.470,0.000,True
ZINC000000000641,lig0250,target001,autodock,-7.960,target001,dock,-97.540,19.186,False
ZINC000000000644,lig0251,target001,autodock,-10.250,target001,autodock,-106.130,20.775,False
ZINC000000000645,lig0252,target001,autodock,-7.320,target001,dock,-87.661,20.187,False
ZINC000000000646,lig0253,target001,dock,-7.450,target001,vina,-90.820,6.429,False
ZINC000000000647,lig0254,target001,vina,-10.390,target001,vina,-122.536,5.664,False
ZINC000000000649,lig0255,target001,autodock,-8.720,target001,autodock,-85.367,16.224,False
ZINC000000000652,lig0256,target001,autodock,-7.170,target001,vina,-94.283,3.788,False
ZINC000000000657,lig0257,target001,autodock,-6.900,target001,dock,-89.351,3.482,False
ZINC000000000660,lig0258,target001,autodock,-6.310,target001,autodock,-67.738,21.872,False
ZINC000000000665,lig0259,target001,autodock,-4.960,target001,autodock,-76.997,0.000,True
ZINC000000000677,lig0260,target001,autodock,-9.720,target001,vina,-109.252,1.952,True
ZINC000000000681,lig0261,target001,autodock,-7.600,target001,autodock,-96.223,0.000,True
ZINC000000000682,lig0262,target001,autodock,-8.290,target001,vina,-91.198,5.448,False
ZINC000000000685,lig0263,target001,autodock,-7.870,target001,vina,-95.496,3.924,False
ZINC000000000686,lig0264,target001,autodock,-8.390,target001,autodock,-76.599,0.000,True
ZINC000000000693,lig0265,target001,autodock,-6.740,target001,autodock,-64.480,5.152,False
ZINC000000000694,lig0266,target001,vina,-8.700,target001,vina,-104.578,0.000,True
ZINC000000000704,lig0267,target001,dock,-6.350,target001,dock,-103.440,0.000,True
ZINC000000000707,lig0268,target001,autodock,-8.930,target001,autodock,-89.042,3.998,False
ZINC000000000710,lig0269,target001,autodock,-7.030,target001,dock,-80.877,5.063,False
ZINC000000000711,lig0270,target001,vina,-5.210,target001,autodock,-71.596,21.745,False
ZINC000000000721,lig0271,target001,autodock,-5.830,target001,vina,-82.795,1.549,True
ZINC000000000722,lig0272,target001,vina,-9.850,target001,vina,-112.053,5.655,False
ZINC000000000724,lig0273,target001,autodock,-7.050,target001,autodock,-84.025,13.784,False
ZINC000000000726,lig0274,target001,dock,-6.120,target001,dock,-71.635,0.000,True
ZINC000000000735,lig0275,target001,autodock,-9.440,target001,vina,-101.610,4.527,False
ZINC000000000738,lig0276,target001,autodock,-6.640,target001,vina,-81.270,20.613,False
ZINC000000000740,lig0277,target001,autodock,-9.590,target001,vina,-99.377,5.655,False
ZINC000000000744,lig0278,target001,dock,-6.080,target001,dock,-93.976,0.000,True
ZINC000000000748,lig0279,target001,autodock,-8.340,target001,vina,-95.519,3.284,False
ZINC000000000753,lig0280,target001,autodock,-9.930,target001,autodock,-106.377,0.000,True
ZINC000000000754,lig0281,target001,autodock,-6.610,target001,autodock,-87.156,0.002,True
ZINC000000000757,lig0282,target001,autodock,-5.110,target001,dock,-72.055,18.232,False
ZINC000000000764,lig0283,target001,autodock,-6.970,target001,dock,-72.992,20.538,False
ZINC000000000765,lig0284,target001,dock,-6.010,target001,vina,-80.651,0.930,True
ZINC000000000776,lig0285,target001,autodock,-8.930,target001,autodock,-102.742,0.000,True
ZINC000000000777,lig0286,target001,autodock,-8.660,target001,vina,-99.421,0.662,True
ZINC000000000781,lig0287,target001,autodock,-7.150,target001,autodock,-88.146,4.527,False
ZINC000000000783,lig0288,target001,autodock,-10.300,target001,autodock,-106.176,0.000,True
ZINC000000000784,lig0289,target001,vina,-8.640,target001,autodock,-97.605,1.185,True
ZINC000000000785,lig0290,target001,autodock,-6.850,target001,vina,-76.734,11.806,False
ZINC000000000791,lig0291,target001,autodock,-6.900,target001,dock,-69.885,21.413,False
ZINC000000000792,lig0292,target001,autodock,-8.620,target001,autodock,-102.869,7.516,False
ZINC000000000794,lig0293,target001,autodock,-7.400,target001,vina,-88.329,4.688,False
ZINC000000000795,lig0294,target001,autodock,-6.460,target001,autodock,-95.100,0.000,True
ZINC000000000800,lig0295,target001,autodock,-8.890,target001,vina,-91.026,3.746,False
ZINC000000000802,lig0296,target001,autodock,-8.100,target001,autodock,-102.332,0.000,True
ZINC000000000803,lig0297,target001,autodock,-8.490,target001,autodock,-99.179,2.091,False
ZINC000000000807,lig0298,target001,autodock,-8.550,target001,autodock,-101.562,0.000,True
ZINC000000000810,lig0299,target001,autodock,-5.740,target001,vina,-98.234,17.184,False
ZINC000000000811,lig0300,target001,autodock,-7.040,target001,autodock,-91.397,0.000,True
ZINC000000000813,lig0301,target001,autodock,-7.330,target001,vina,-92.540,5.777,False
ZINC000000000814,lig0302,target001,vina,-8.930,target001,vina,-99.881,6.310,False
ZINC000000000815,lig0303,target001,autodock,-7.900,target001,autodock,-92.511,6.974,False
ZINC000000000817,lig0304,target001,vina,-7.700,target001,vina,-93.295,6.966,False
ZINC000000000818,lig0305,target001,autodock,-6.880,target001,autodock,-106.723,7.235,False
ZINC000000000825,lig0306,target001,autodock,-4.720,target001,vina,-56.997,4.142,False
ZINC000000000826,lig0307,target001,vina,-6.910,target001,vina,-84.900,0.000,True
ZINC000000000829,lig0308,target001,autodock,-7.920,target001,vina,-112.550,6.186,False
ZINC000000000839,lig0309,target001,autodock,-6.830,target001,vina,-108.635,4.057,False
ZINC000000000844,lig0310,target001,vina,-7.610,target001,autodock,-90.247,4.297,False
ZINC000000000847,lig0311,target001,autodock,-9.260,target001,autodock,-111.845,0.029,True
ZINC000000000850,lig0312,target001,autodock,-6.680,target001,dock,-76.722,2.634,False
ZINC000000000854,lig0313,target001,autodock,-7.060,target001,autodock,-88.537,3.016,False
ZINC000000000856,lig0314,target001,autodock,-8.350,target001,vina,-113.497,6.742,False
ZINC000000000857,lig0315,target001,autodock,-7.880,target001,autodock,-88.647,6.414,False
ZINC000000000859,lig0316,target001,autodock,-5.510,target001,dock,-73.226,20.882,False
ZINC000000000860,lig0317,target001,autodock,-9.710,target001,vina,-108.225,6.800,False
ZINC000000000861,lig0318,target001,vina,-8.410,target001,autodock,-88.047,1.149,True
ZINC000000000865,lig0319,target001,autodock,-7.330,target001,vina,-89.907,5.703,False
