name,ligID,targetID_autodock,instance_autodock,autodock,targetID_vina,instance_vina,vina,targetID_dsx,instance_dsx,dsx,rmsd_autodock_vina,rmsd_autodock_dsx,consensus
ZINC000000008597,lig1222,target001,autodock,-5.750,target001,vina,-7.041,target001,dock,-67.132,6.180,18.601,False
ZINC000000008604,lig1223,target001,autodock,-8.710,target001,vina,-8.582,target001,vina,-94.227,5.430,5.430,False
ZINC000000008605,lig1224,target001,dock,-5.070,target001,vina,-5.501,target001,vina,-66.181,5.001,0.729,False
ZINC000000008630,lig1225,target001,autodock,-7.480,target001,vina,-7.138,target001,vina,-87.229,4.533,6.007,False
ZINC000000008634,lig1226,target001,autodock,-7.840,target001,autodock,-8.022,target001,autodock,-90.708,0.000,6.221,False
ZINC000000008649,lig1227,target001,autodock,-8.680,target001,autodock,-7.809,target001,vina,-107.019,0.566,5.121,False
ZINC000000008650,lig1228,target001,autodock,-9.090,target001,autodock,-8.039,target001,autodock,-97.120,5.893,5.893,False
ZINC000000008664,lig1229,target001,autodock,-8.390,target001,autodock,-9.146,target001,autodock,-85.421,2.924,1.254,False
ZINC000000008678,lig1230,target001,autodock,-7.220,target001,autodock,-7.301,target001,vina,-65.843,0.000,3.568,False
ZINC000000008690,lig1231,target001,autodock,-9.400,target001,vina,-8.494,target001,autodock,-93.184,5.113,5.113,False
ZINC000000008694,lig1232,target001,autodock,-9.080,target001,vina,-8.477,target001,vina,-96.744,3.153,8.671,False
ZINC000000008705,lig1233,target001,autodock,-8.320,target001,vina,-8.444,target001,vina,-97.054,4.708,4.708,False
ZINC000000008712,lig1234,target001,autodock,-7.420,target001,autodock,-8.380,target001,autodock,-97.518,0.000,3.307,False
ZINC000000008714,lig1235,target001,autodock,-6.930,target001,autodock,-7.727,target001,autodock,-84.380,1.455,1.360,True
ZINC000000008717,lig1236,target001,vina,-8.400,target001,vina,-7.424,target001,vina,-87.264,0.000,0.000,True
ZINC000000008732,lig1237,target001,autodock,-8.950,target001,dock,-7.762,target001,vina,-97.921,6.197,6.788,False
ZINC000000008736,lig1238,target001,autodock,-6.770,target001,autodock,-7.023,target001,autodock,-83.499,0.000,0.000,True
ZINC000000008754,lig1239,target001,autodock,-7.190,target001,vina,-7.382,target001,vina,-80.921,7.377,7.377,False
ZINC000000008760,lig1240,target001,autodock,-7.320,target001,vina,-6.810,target001,autodock,-80.190,4.589,4.439,False
ZINC000000008767,lig1241,target001,autodock,-6.770,target001,dock,-6.925,target001,vina,-76.091,4.782,15.730,False
ZINC000000008769,lig1242,target001,vina,-8.950,target001,autodock,-8.320,target001,autodock,-107.038,2.224,4.451,False
ZINC000000008780,lig1243,target001,autodock,-6.270,target001,autodock,-7.322,target001,dock,-96.654,3.006,3.345,False
ZINC000000008787,lig1244,target001,autodock,-7.460,target001,autodock,-8.820,target001,autodock,-101.347,19.963,0.000,False
ZINC000000008794,lig1245,target001,autodock,-9.000,target001,autodock,-8.595,target001,autodock,-95.980,0.000,0.000,True
ZINC000000008809,lig1246,target001,autodock,-8.180,target001,vina,-7.690,target001,autodock,-100.086,13.721,15.096,False
ZINC000000008820,lig1247,target001,vina,-7.710,target001,vina,-7.356,target001,vina,-88.047,4.506,4.856,False
ZINC000000008826,lig1248,target001,autodock,-7.210,target001,vina,-6.858,target001,vina,-86.626,7.564,3.650,False
ZINC000000008847,lig1249,target001,autodock,-8.880,target001,dock,-9.469,target001,dock,-89.546,3.621,3.621,False
ZINC000000008849,lig1250,target001,autodock,-6.990,target001,vina,-6.388,target001,vina,-89.719,3.028,3.028,False
ZINC000000008854,lig1251,target001,autodock,-8.190,target001,autodock,-8.425,target001,autodock,-84.554,3.839,3.839,False
ZINC000000008866,lig1252,target001,autodock,-9.330,target001,vina,-8.608,target001,vina,-94.657,3.192,3.192,False
ZINC000000008885,lig1253,target001,autodock,-8.850,target001,autodock,-8.934,target001,autodock,-88.049,6.931,6.931,False
ZINC000000008906,lig1254,target001,autodock,-8.540,target001,autodock,-7.333,target001,autodock,-80.533,5.347,5.675,False
ZINC000000008907,lig1255,target001,autodock,-7.990,target001,vina,-6.474,target001,vina,-92.331,5.300,5.300,False
ZINC000000008908,lig1256,target001,autodock,-6.740,target001,vina,-7.688,target001,autodock,-79.403,5.906,6.495,False
ZINC000000008911,lig1257,target001,autodock,-7.620,target001,autodock,-6.853,target001,autodock,-82.956,0.000,0.000,True
ZINC000000008932,lig1258,target001,autodock,-5.110,target001,vina,-5.735,target001,vina,-64.206,3.785,4.063,False
ZINC000000008933,lig1259,target001,autodock,-9.720,target001,vina,-6.772,target001,vina,-74.843,5.050,4.678,False
ZINC000000008935,lig1260,target001,autodock,-7.130,target001,vina,-4.712,target001,dock,-80.405,15.167,19.701,False
ZINC000000008936,lig1261,target001,autodock,-5.480,target001,autodock,-5.373,target001,vina,-66.388,2.139,4.408,False
ZINC000000008954,lig1262,target001,autodock,-8.400,target001,vina,-7.517,target001,vina,-92.043,3.073,5.267,False
ZINC000000008959,lig1263,target001,autodock,-9.610,target001,autodock,-9.283,target001,autodock,-96.010,0.003,0.004,True
ZINC000000008974,lig1264,target001,autodock,-7.880,target001,vina,-8.884,target001,vina,-89.579,4.412,19.950,False
ZINC000000008987,lig1265,target001,autodock,-6.310,target001,vina,-6.646,target001,autodock,-87.885,5.120,5.448,False
ZINC000000008997,lig1266,target001,vina,-9.490,target001,vina,-8.074,target001,vina,-82.317,4.261,4.261,False
ZINC000000009005,lig1267,target001,autodock,-7.620,target001,autodock,-7.085,target001,autodock,-69.117,5.076,5.385,False
ZINC000000009006,lig1268,target001,autodock,-8.610,target001,autodock,-8.693,target001,dock,-91.431,6.749,6.781,False
ZINC000000009017,lig1269,target001,autodock,-9.170,target001,vina,-8.284,target001,autodock,-110.437,4.796,6.491,False
ZINC000000009032,lig1270,target001,autodock,-10.230,target001,autodock,-7.760,target001,autodock,-95.813,4.938,7.105,False
ZINC000000009033,lig1271,target001,autodock,-9.860,target001,autodock,-9.198,target001,autodock,-110.032,6.553,6.553,False
ZINC000000009044,lig1272,target001,autodock,-6.560,target001,vina,-7.077,target001,autodock,-72.470,6.129,3.697,False
ZINC000000009049,lig1273,target001,autodock,-7.540,target001,vina,-8.328,target001,dock,-98.817,3.900,20.128,False
ZINC000000009057,lig1274,target001,vina,-6.720,target001,vina,-7.290,target001,dock,-76.112,3.287,2.679,False
ZINC000000009061,lig1275,target001,autodock,-9.270,target001,autodock,-8.814,target001,autodock,-92.869,0.004,3.541,False
ZINC000000009073,lig1276,target001,autodock,-7.980,target001,autodock,-8.208,target001,autodock,-83.155,6.723,5.319,False
ZINC000000009080,lig1277,target001,autodock,-9.930,target001,vina,-10.314,target001,vina,-117.973,5.453,5.756,False
ZINC000000009082,lig1278,target001,autodock,-8.800,target001,dock,-7.448,target001,autodock,-97.304,3.232,4.374,False
ZINC000000009083,lig1279,target001,autodock,-7.110,target001,autodock,-6.892,target001,vina,-88.768,0.000,21.056,False
ZINC000000009086,lig1280,target001,autodock,-8.290,target001,vina,-8.609,target001,vina,-91.243,5.927,5.927,False
ZINC000000009090,lig1281,target001,autodock,-7.710,target001,autodock,-8.193,target001,autodock,-87.437,0.000,0.000,True
ZINC000000009097,lig1282,target001,autodock,-7.950,target001,vina,-8.043,target001,autodock,-85.263,4.579,4.588,False
ZINC000000009107,lig1283,target001,autodock,-9.200,target001,autodock,-8.186,target001,vina,-112.264,5.299,3.015,False
ZINC000000009111,lig1284,target001,autodock,-7.570,target001,autodock,-7.994,target001,autodock,-84.921,2.503,2.986,False
ZINC000000009117,lig1285,target001,autodock,-7.680,target001,autodock,-7.359,target001,autodock,-93.696,0.000,0.000,True
ZINC000000009129,lig1286,target001,autodock,-7.250,target001,vina,-7.505,target001,autodock,-76.820,4.559,3.597,False
ZINC000000009136,lig1287,target001,autodock,-10.600,target001,vina,-10.062,target001,vina,-107.680,4.618,4.618,False
ZINC000000009158,lig1288,target001,autodock,-8.560,target001,autodock,-8.238,target001,autodock,-105.799,5.479,5.479,False
ZINC000000009173,lig1289,target001,autodock,-9.010,target001,vina,-8.528,target001,autodock,-103.273,4.470,0.000,False
ZINC000000009177,lig1290,target001,autodock,-8.840,target001,vina,-8.266,target001,vina,-87.363,1.970,4.440,False
ZINC000000009192,lig1291,target001,autodock,-7.270,target001,vina,-6.416,target001,vina,-66.964,6.757,3.916,False
ZINC000000009203,lig1292,target001,autodock,-9.450,target001,dock,-8.786,target001,dock,-88.436,7.550,7.550,False
ZINC000000009223,lig1293,target001,autodock,-7.090,target001,dock,-6.342,target001,autodock,-77.912,20.535,4.136,False
ZINC000000009241,lig1294,target001,autodock,-6.400,target001,vina,-6.438,target001,vina,-70.805,2.789,4.392,False
ZINC000000009252,lig1295,target001,autodock,-8.260,target001,vina,-7.516,target001,autodock,-98.947,4.361,3.876,False
ZINC000000009262,lig1296,target001,autodock,-8.340,target001,autodock,-8.094,target001,dock,-90.724,5.506,19.192,False
ZINC000000009264,lig1297,target001,autodock,-6.920,target001,vina,-7.653,target001,dock,-75.487,13.989,13.993,False
ZINC000000009278,lig1298,target001,autodock,-7.100,target001,dock,-7.298,target001,autodock,-94.376,12.056,0.000,False
ZINC000000009280,lig1299,target001,autodock,-9.110,target001,autodock,-9.100,target001,dock,-108.125,0.000,1.109,True
ZINC000000009283,lig1300,target001,autodock,-4.410,target001,vina,-4.732,target001,vina,-68.873,4.701,4.292,False
ZINC000000009321,lig1301,target001,autodock,-6.840,target001,vina,-7.112,target001,vina,-86.002,8.683,10.667,False
ZINC000000009340,lig1302,target001,autodock,-8.150,target001,vina,-7.705,target001,vina,-83.841,7.980,6.555,False
ZINC000000009341,lig1303,target001,autodock,-7.910,target001,vina,-8.000,target001,vina,-79.144,6.694,3.878,False
ZINC000000009342,lig1304,target001,autodock,-7.090,target001,vina,-6.856,target001,autodock,-88.507,1.556,3.952,False
ZINC000000009350,lig1305,target001,autodock,-8.650,target001,autodock,-7.114,target001,vina,-82.799,3.256,4.813,False
ZINC000000009353,lig1306,target001,autodock,-11.660,target001,dock,-6.747,target001,dock,-99.697,13.471,13.471,False
ZINC000000009390,lig1307,target001,autodock,-5.610,target001,vina,-5.847,target001,dock,-72.527,5.314,20.522,False
ZINC000000009392,lig1308,target001,autodock,-5.110,target001,autodock,-5.787,target001,vina,-73.486,4.490,4.372,False
ZINC000000009394,lig1309,target001,autodock,-8.670,target001,vina,-8.290,target001,autodock,-95.782,5.361,0.000,False
ZINC000000009404,lig1310,target001,autodock,-6.530,target001,dock,-4.913,target001,vina,-71.354,17.911,5.365,False
ZINC000000009463,lig1311,target001,autodock,-7.260,target001,vina,-7.779,target001,autodock,-88.588,6.314,0.104,False
ZINC000000009515,lig1312,target001,autodock,-6.880,target001,dock,-7.185,target001,vina,-88.789,20.484,20.489,False
ZINC000000009568,lig1313,target001,autodock,-6.240,target001,autodock,-6.404,target001,vina,-65.680,5.237,5.740,False
ZINC000000009590,lig1314,target001,autodock,-7.730,target001,vina,-7.919,target001,autodock,-84.125,5.457,4.451,False
ZINC000000009592,lig1315,target001,vina,-6.440,target001,vina,-7.265,target001,vina,-85.928,5.551,2.786,False
ZINC000000009612,lig1316,target001,vina,-6.660,target001,dock,-6.434,target001,vina,-79.469,7.240,7.140,False
ZINC000000009654,lig1317,target001,autodock,-8.650,target001,vina,-7.732,target001,vina,-99.118,7.627,7.627,False
ZINC000000009671,lig1318,target001,vina,-5.520,target001,vina,-6.777,target001,dock,-78.342,4.982,21.356,False
ZINC000000009686,lig1319,target001,autodock,-7.920,target001,vina,-6.916,target001,vina,-87.098,3.515,6.698,False
ZINC000000009708,lig1320,target001,autodock,-5.040,target001,vina,-5.595,target001,dock,-81.704,5.150,19.383,False
ZINC000000009710,lig1321,target001,autodock,-6.860,target001,autodock,-7.635,target001,vina,-87.791,2.635,3.023,False
ZINC000000009766,lig1322,target001,autodock,-8.620,target001,vina,-7.862,target001,autodock,-90.221,4.787,1.576,False
ZINC000000009769,lig1323,target001,autodock,-5.750,target001,vina,-6.305,target001,vina,-81.091,4.335,6.451,False
ZINC000000009809,lig1324,target001,vina,-8.260,target001,vina,-9.393,target001,vina,-97.893,0.000,0.000,True
ZINC000000009816,lig1325,target001,autodock,-6.810,target001,autodock,-7.146,target001,vina,-74.243,20.875,21.508,False
ZINC000000009818,lig1326,target001,autodock,-8.780,target001,vina,-7.092,target001,vina,-79.177,7.527,2.997,False
ZINC000000009880,lig1327,target001,autodock,-7.270,target001,autodock,-5.971,target001,autodock,-80.952,7.523,6.990,False
ZINC000000009930,lig1328,target001,vina,-7.430,target001,vina,-8.835,target001,dock,-98.326,5.485,19.842,False
ZINC000000009969,lig1329,target001,autodock,-11.290,target001,autodock,-8.374,target001,vina,-87.980,0.000,5.522,False
ZINC000000010037,lig1330,target001,autodock,-7.830,target001,vina,-8.665,target001,dock,-100.017,9.050,9.402,False
ZINC000000010039,lig1331,target001,autodock,-8.290,target001,vina,-8.608,target001,autodock,-97.999,9.071,0.000,False
ZINC000000010110,lig1332,target001,autodock,-6.510,target001,autodock,-6.415,target001,autodock,-68.536,0.313,1.029,True
ZINC000000010163,lig1333,target001,autodock,-5.540,target001,vina,-5.336,target001,vina,-67.929,3.647,3.647,False
ZINC000000010250,lig1334,target001,autodock,-5.320,target001,vina,-6.701,target001,dock,-78.504,2.617,20.739,False
ZINC000000010251,lig1335,target001,autodock,-5.340,target001,vina,-6.549,target001,dock,-78.524,4.560,22.579,False
ZINC000000010347,lig1336,target001,autodock,-7.170,target001,vina,-7.584,target001,dock,-89.733,2.910,21.277,False
ZINC000000010348,lig1337,target001,autodock,-5.670,target001,dock,-5.940,target001,vina,-70.766,5.669,21.072,False
ZINC000000010352,lig1338,target001,autodock,-6.300,target001,vina,-6.937,target001,autodock,-75.566,4.048,3.506,False
ZINC000000010426,lig1339,target001,autodock,-8.460,target001,autodock,-7.307,target001,autodock,-91.039,3.420,0.000,False
ZINC000000010428,lig1340,target001,autodock,-8.100,target001,autodock,-8.766,target001,autodock,-99.870,4.138,0.000,False
ZINC000000010457,lig1341,target001,autodock,-9.100,target001,vina,-8.636,target001,autodock,-104.500,4.626,2.799,False
ZINC000000010479,lig1342,target001,autodock,-8.250,target001,autodock,-8.042,target001,dock,-101.637,5.953,19.903,False
ZINC000000010483,lig1343,target001,autodock,-8.630,target001,vina,-7.896,target001,autodock,-98.263,3.195,7.918,False
ZINC000000010484,lig1344,target001,autodock,-8.200,target001,autodock,-7.257,target001,autodock,-98.614,2.613,5.216,False
ZINC000000010493,lig1345,target001,autodock,-7.330,target001,autodock,-7.477,target001,autodock,-88.085,5.839,5.839,False
ZINC000000010523,lig1346,target001,vina,-8.030,target001,vina,-7.447,target001,dock,-83.008,4.266,21.996,False
ZINC000000010534,lig1347,target001,autodock,-7.030,target001,autodock,-7.200,target001,autodock,-80.539,0.000,0.000,True
ZINC000000010547,lig1348,target001,autodock,-7.700,target001,autodock,-8.097,target001,vina,-95.700,0.000,6.008,False
ZINC000000010548,lig1349,target001,autodock,-8.210,target001,vina,-7.843,target001,autodock,-101.139,5.863,0.000,False
ZINC000000010601,lig1350,target001,autodock,-6.250,target001,vina,-6.207,target001,dock,-90.224,3.920,21.752,False
ZINC000000010612,lig1351,target001,autodock,-4.710,target001,vina,-7.139,target001,vina,-76.017,4.753,4.435,False
ZINC000000010652,lig1352,target001,autodock,-6.000,target001,vina,-6.485,target001,dock,-81.415,0.552,19.262,False
ZINC000000010654,lig1353,target001,dock,-5.840,target001,vina,-6.379,target001,dock,-87.530,2.386,19.993,False
ZINC000000010656,lig1354,target001,dock,-5.600,target001,vina,-5.979,target001,autodock,-81.310,4.129,2.753,False
ZINC000000010683,lig1355,target001,autodock,-8.190,target001,vina,-8.101,target001,vina,-100.853,1.115,1.115,True
ZINC000000010718,lig1356,target001,autodock,-6.850,target001,vina,-5.943,target001,dock,-81.333,5.430,18.974,False
ZINC000000010719,lig1357,target001,autodock,-6.020,target001,vina,-6.013,target001,vina,-75.254,5.778,19.802,False
ZINC000000010720,lig1358,target001,autodock,-4.850,target001,autodock,-5.688,target001,dock,-74.968,22.266,20.063,False
ZINC000000010721,lig1359,target001,autodock,-6.260,target001,vina,-7.085,target001,vina,-79.625,5.167,19.561,False
ZINC000000010753,lig1360,target001,autodock,-4.980,target001,vina,-6.146,target001,vina,-76.166,2.538,2.538,False
ZINC000000010761,lig1361,target001,autodock,-6.910,target001,autodock,-7.395,target001,vina,-73.006,1.039,3.429,False
ZINC000000010762,lig1362,target001,autodock,-7.170,target001,dock,-7.134,target001,dock,-75.546,3.739,3.739,False
ZINC000000010906,lig1363,target001,autodock,-11.290,target001,vina,-11.160,target001,autodock,-112.029,3.868,3.868,False
ZINC000000010913,lig1364,target001,autodock,-6.470,target001,autodock,-6.102,target001,autodock,-78.870,18.024,19.988,False
ZINC000000010919,lig1365,target001,autodock,-7.750,target001,autodock,-7.746,target001,autodock,-90.475,4.896,0.000,False
ZINC000000010956,lig1366,target001,autodock,-7.860,target001,autodock,-7.752,target001,autodock,-90.841,1.176,1.176,True
ZINC000000010961,lig1367,target001,autodock,-9.490,target001,vina,-8.958,target001,vina,-94.102,2.440,2.440,False
ZINC000000010966,lig1368,target001,autodock,-5.850,target001,vina,-6.949,target001,dock,-86.868,4.166,19.500,False
ZINC000000010998,lig1369,target001,vina,-6.840,target001,dock,-7.631,target001,vina,-73.058,3.225,8.260,False
ZINC000000011024,lig1370,target001,autodock,-8.580,target001,vina,-7.671,target001,vina,-97.736,4.460,4.460,False
ZINC000000011052,lig1371,target001,autodock,-6.250,target001,vina,-6.355,target001,autodock,-68.400,4.678,2.804,False
ZINC000000011058,lig1372,target001,autodock,-5.590,target001,autodock,-6.284,target001,autodock,-88.897,0.000,0.000,True
ZINC000000011060,lig1373,target001,autodock,-5.780,target001,dock,-6.565,target001,autodock,-69.797,21.603,3.288,False
ZINC000000011114,lig1374,target001,dock,-7.300,target001,autodock,-8.902,target001,autodock,-85.896,5.455,5.520,False
ZINC000000011175,lig1375,target001,vina,-6.280,target001,autodock,-6.527,target001,dock,-78.203,2.506,19.703,False
ZINC000000011241,lig1376,target001,autodock,-7.020,target001,vina,-6.162,target001,dock,-62.816,20.242,20.595,False
ZINC000000011268,lig1377,target001,autodock,-7.650,target001,vina,-7.349,target001,autodock,-89.991,6.225,6.087,False
ZINC000000011272,lig1378,target001,autodock,-7.770,target001,autodock,-7.722,target001,vina,-104.563,1.531,3.173,False
ZINC000000011282,lig1379,target001,vina,-8.270,target001,vina,-7.833,target001,vina,-98.464,2.646,2.646,False
ZINC000000011283,lig1380,target001,vina,-8.630,target001,autodock,-7.782,target001,vina,-93.972,4.712,0.000,False
ZINC000000011294,lig1381,target001,autodock,-7.760,target001,vina,-7.224,target001,autodock,-87.199,7.229,6.550,False
ZINC000000011301,lig1382,target001,autodock,-7.590,target001,vina,-5.817,target001,vina,-93.725,14.765,14.416,False
ZINC000000011304,lig1383,target001,vina,-7.590,target001,vina,-6.731,target001,vina,-80.208,0.000,0.000,True
ZINC000000011406,lig1384,target001,autodock,-7.740,target001,dock,-8.095,target001,vina,-77.436,6.090,6.191,False
ZINC000000011409,lig1385,target001,autodock,-7.590,target001,dock,-7.558,target001,dock,-80.700,6.293,6.070,False
ZINC000000011462,lig1386,target001,autodock,-7.910,target001,autodock,-8.293,target001,autodock,-97.940,2.280,0.000,False
ZINC000000011544,lig1387,target001,autodock,-7.730,target001,vina,-8.760,target001,dock,-95.764,4.379,20.791,False
ZINC000000011581,lig1388,target001,vina,-6.420,target001,vina,-8.181,target001,autodock,-69.508,0.722,1.453,True
ZINC000000011605,lig1389,target001,autodock,-6.070,target001,vina,-7.225,target001,vina,-71.556,5.591,5.591,False
ZINC000000011608,lig1390,target001,autodock,-6.290,target001,vina,-7.365,target001,dock,-76.078,4.442,19.877,False
ZINC000000011609,lig1391,target001,autodock,-6.530,target001,autodock,-6.091,target001,dock,-84.158,20.848,20.563,False
ZINC000000011613,lig1392,target001,autodock,-5.970,target001,vina,-6.180,target001,dock,-78.789,1.657,18.854,False
ZINC000000011646,lig1393,target001,vina,-8.130,target001,vina,-8.614,target001,vina,-106.710,0.000,0.000,True
ZINC000000011647,lig1394,target001,autodock,-8.680,target001,vina,-7.864,target001,vina,-105.951,2.949,6.495,False
ZINC000000011658,lig1395,target001,autodock,-8.230,target001,dock,-8.043,target001,dock,-93.451,7.975,7.975,False
ZINC000000011665,lig1396,target001,autodock,-9.210,target001,autodock,-8.622,target001,vina,-97.322,4.419,4.385,False
ZINC000000011703,lig1397,target001,vina,-6.580,target001,dock,-6.872,target001,dock,-93.880,19.405,19.405,False
ZINC000000011706,lig1398,target001,autodock,-6.960,target001,vina,-6.749,target001,autodock,-86.426,3.478,0.000,False
ZINC000000011876,lig1399,target001,autodock,-6.640,target001,vina,-6.578,target001,dock,-79.070,5.775,20.544,False
ZINC000000011877,lig1400,target001,autodock,-7.970,target001,autodock,-7.901,target001,autodock,-92.070,7.708,7.135,False
ZINC000000011879,lig1401,target001,autodock,-8.070,target001,vina,-7.519,target001,autodock,-93.278,7.545,4.040,False
ZINC000000011896,lig1402,target001,autodock,-6.530,target001,vina,-6.380,target001,dock,-77.124,4.181,20.304,False
ZINC000000011920,lig1403,target001,autodock,-7.270,target001,vina,-6.631,target001,autodock,-77.285,6.775,5.695,False
ZINC000000011921,lig1404,target001,autodock,-5.440,target001,vina,-6.625,target001,autodock,-80.375,5.846,0.000,False
ZINC000000011924,lig1405,target001,autodock,-6.780,target001,vina,-7.384,target001,autodock,-87.984,4.852,3.291,False
ZINC000000011930,lig1406,target001,autodock,-7.480,target001,vina,-7.179,target001,autodock,-81.388,4.668,5.600,False
ZINC000000011941,lig1407,target001,autodock,-5.850,target001,vina,-6.788,target001,dock,-71.499,4.654,23.081,False
ZINC000000012117,lig1408,target001,autodock,-7.430,target001,vina,-8.935,target001,autodock,-82.177,2.834,2.170,False
ZINC000000012154,lig1409,target001,autodock,-8.390,target001,vina,-6.916,target001,autodock,-115.166,4.965,0.000,False
ZINC000000012162,lig1410,target001,autodock,-7.430,target001,dock,-7.825,target001,autodock,-93.539,4.949,4.791,False
ZINC000000012188,lig1411,target001,autodock,-7.680,target001,vina,-6.528,target001,vina,-81.261,5.811,5.399,False
ZINC000000012200,lig1412,target001,autodock,-9.090,target001,vina,-7.555,target001,autodock,-91.859,2.262,2.957,False
ZINC000000012201,lig1413,target001,autodock,-7.670,target001,vina,-7.587,target001,autodock,-97.729,3.581,3.461,False
ZINC000000012240,lig1414,target001,autodock,-5.610,target001,vina,-5.923,target001,dock,-74.890,6.047,20.642,False
ZINC000000012292,lig1415,target001,autodock,-6.580,target001,autodock,-6.691,target001,vina,-88.778,1.082,20.703,False
ZINC000000012331,lig1416,target001,vina,-6.850,target001,dock,-6.591,target001,vina,-88.981,21.717,4.468,False
ZINC000000012332,lig1417,target001,dock,-7.160,target001,dock,-6.234,target001,vina,-93.737,21.790,21.939,False
ZINC000000012348,lig1418,target001,autodock,-7.030,target001,vina,-8.216,target001,dock,-87.003,5.893,5.471,False
ZINC000000012396,lig1419,target001,autodock,-7.860,target001,vina,-7.460,target001,vina,-102.448,6.809,6.235,False
ZINC000000012426,lig1420,target001,autodock,-9.400,target001,autodock,-8.670,target001,autodock,-105.402,0.000,0.000,True
ZINC000000012485,lig1421,target001,autodock,-6.950,target001,vina,-7.339,target001,vina,-84.495,9.363,6.854,False
ZINC000000012612,lig1422,target001,autodock,-6.970,target001,vina,-5.911,target001,autodock,-106.702,6.880,8.095,False
ZINC000000012618,lig1423,target001,autodock,-6.960,target001,vina,-7.257,target001,autodock,-76.458,2.247,0.000,False
ZINC000000012630,lig1424,target001,autodock,-7.510,target001,autodock,-8.434,target001,autodock,-98.246,0.000,0.000,True
ZINC000000012631,lig1425,target001,autodock,-7.700,target001,dock,-7.242,target001,dock,-88.624,5.743,5.743,False
ZINC000000012656,lig1426,target001,autodock,-6.600,target001,vina,-4.914,target001,autodock,-74.677,16.238,4.275,False
ZINC000000012698,lig1427,target001,autodock,-8.760,target001,autodock,-7.436,target001,autodock,-108.364,0.085,6.373,False
ZINC000000012729,lig1428,target001,autodock,-7.280,target001,autodock,-8.668,target001,autodock,-85.724,4.242,4.262,False
ZINC000000012730,lig1429,target001,autodock,-7.150,target001,vina,-9.154,target001,vina,-81.583,4.484,4.098,False
ZINC000000012753,lig1430,target001,autodock,-7.040,target001,vina,-6.743,target001,dock,-66.317,8.316,21.397,False
ZINC000000012760,lig1431,target001,autodock,-5.520,target001,vina,-6.340,target001,dock,-70.736,8.755,25.043,False
ZINC000000012779,lig1432,target001,autodock,-7.650,target001,vina,-7.261,target001,autodock,-93.505,5.411,0.000,False
ZINC000000012803,lig1433,target001,autodock,-6.270,target001,vina,-7.409,target001,autodock,-73.854,4.939,4.938,False
ZINC000000012806,lig1434,target001,autodock,-7.660,target001,vina,-7.462,target001,vina,-82.392,4.219,7.431,False
ZINC000000012808,lig1435,target001,autodock,-8.330,target001,vina,-7.219,target001,vina,-81.690,5.628,20.967,False
ZINC000000012844,lig1436,target001,vina,-6.040,target001,vina,-6.662,target001,vina,-75.216,4.448,19.050,False
ZINC000000012846,lig1437,target001,autodock,-5.730,target001,vina,-7.818,target001,dock,-72.863,4.246,21.665,False
ZINC000000012860,lig1438,target001,autodock,-8.270,target001,vina,-8.623,target001,vina,-87.110,3.426,3.426,False
ZINC000000012877,lig1439,target001,autodock,-6.360,target001,autodock,-7.310,target001,autodock,-75.823,5.464,6.181,False
ZINC000000012896,lig1440,target001,autodock,-5.840,target001,vina,-5.758,target001,dock,-68.975,6.046,5.532,False
ZINC000000012944,lig1441,target001,autodock,-5.920,target001,vina,-8.095,target001,vina,-89.910,3.505,0.738,False
ZINC000000012956,lig1442,target001,autodock,-7.650,target001,vina,-7.351,target001,vina,-96.387,6.171,3.498,False
ZINC000000012981,lig1443,target001,autodock,-8.250,target001,vina,-8.665,target001,vina,-100.158,3.694,3.945,False
ZINC000000012984,lig1444,target001,autodock,-5.620,target001,vina,-5.790,target001,vina,-72.393,20.157,20.157,False
ZINC000000012992,lig1445,target001,vina,-8.340,target001,vina,-8.911,target001,autodock,-103.892,4.770,3.067,False
ZINC000000012993,lig1446,target001,autodock,-7.830,target001,vina,-8.741,target001,vina,-100.117,4.357,4.357,False
ZINC000000013007,lig1447,target001,vina,-6.920,target001,vina,-7.173,target001,vina,-97.579,7.922,0.000,False
ZINC000000013020,lig1448,target001,autodock,-8.260,target001,autodock,-8.874,target001,autodock,-88.909,1.233,1.213,True
ZINC000000013101,lig1449,target001,autodock,-7.240,target001,vina,-7.045,target001,vina,-79.102,5.221,5.221,False
ZINC000000013128,lig1450,target001,autodock,-8.750,target001,vina,-7.751,target001,vina,-102.582,3.914,3.914,False
ZINC000000013129,lig1451,target001,autodock,-8.230,target001,vina,-8.281,target001,dock,-101.702,6.150,21.231,False
ZINC000000013140,lig1452,target001,autodock,-6.770,target001,vina,-5.916,target001,vina,-89.782,1.533,1.533,True
ZINC000000013141,lig1453,target001,autodock,-9.000,target001,autodock,-8.176,target001,vina,-101.760,6.396,1.706,False
ZINC000000013142,lig1454,target001,autodock,-6.890,target001,vina,-7.740,target001,autodock,-94.112,7.829,1.959,False
ZINC000000013144,lig1455,target001,autodock,-8.780,target001,autodock,-7.889,target001,autodock,-93.796,0.000,1.024,True
ZINC000000013145,lig1456,target001,autodock,-7.300,target001,autodock,-7.803,target001,autodock,-97.547,7.802,7.802,False
ZINC000000013146,lig1457,target001,autodock,-6.270,target001,dock,-5.775,target001,autodock,-99.329,4.329,1.368,False
ZINC000000013147,lig1458,target001,autodock,-7.160,target001,autodock,-6.925,target001,autodock,-92.942,0.000,0.000,True
